generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
32,kept,34548,1400,646,0,335,0.461429,10.712143,26.847143,30.359286,0.072143,0.064286,0.086429,0.070714,0.135000,0.127143,0.715000,1.774286,1.547119,3.599514,3.132528,0.594047,0.522476,0.810665,0.039862,0.073242,0.074455,0.396832,0.295187,0.586879,guard_captain|fire_plans|fort|shipyard
33,learned,39888,1400,674,0,254,0.481429,11.140000,25.685000,27.315000,0.260000,0.235000,0.154286,0.122857,0.077857,0.060000,0.801429,2.255714,1.418093,3.579767,2.929117,0.730429,0.371005,0.873146,0.199758,0.146815,0.049885,0.507068,0.220457,0.488665,guard_captain|fire_plans|fort|shipyard
34,kept,39888,1400,674,0,254,0.481429,11.140000,25.685000,27.315000,0.260000,0.235000,0.154286,0.122857,0.077857,0.060000,0.801429,2.255714,1.418093,3.579767,2.929117,0.730429,0.371005,0.873146,0.199758,0.146815,0.049885,0.507068,0.220457,0.488665,guard_captain|fire_plans|fort|shipyard
35,kept,39888,1400,674,0,254,0.481429,11.140000,25.685000,27.315000,0.260000,0.235000,0.154286,0.122857,0.077857,0.060000,0.801429,2.255714,1.418093,3.579767,2.929117,0.730429,0.371005,0.873146,0.199758,0.146815,0.049885,0.507068,0.220457,0.488665,guard_captain|fire_plans|fort|shipyard
36,learned,48562,1400,694,3,371,0.495714,10.870000,27.931429,26.769286,0.302857,0.287857,0.110000,0.091429,0.060714,0.055000,0.681429,1.496429,1.372602,3.631111,2.851302,0.517466,0.405824,0.915008,0.252018,0.109692,0.033423,0.339736,0.147706,0.657406,guard_captain|fire_plans|trade_guild|fort|shipyard
37,kept,48562,1400,694,3,371,0.495714,10.870000,27.931429,26.769286,0.302857,0.287857,0.110000,0.091429,0.060714,0.055000,0.681429,1.496429,1.372602,3.631111,2.851302,0.517466,0.405824,0.915008,0.252018,0.109692,0.033423,0.339736,0.147706,0.657406,guard_captain|fire_plans|trade_guild|fort|shipyard
38,kept,48562,1400,694,3,371,0.495714,10.870000,27.931429,26.769286,0.302857,0.287857,0.110000,0.091429,0.060714,0.055000,0.681429,1.496429,1.372602,3.631111,2.851302,0.517466,0.405824,0.915008,0.252018,0.109692,0.033423,0.339736,0.147706,0.657406,guard_captain|fire_plans|trade_guild|fort|shipyard
39,kept,48562,1400,694,3,371,0.495714,10.870000,27.931429,26.769286,0.302857,0.287857,0.110000,0.091429,0.060714,0.055000,0.681429,1.496429,1.372602,3.631111,2.851302,0.517466,0.405824,0.915008,0.252018,0.109692,0.033423,0.339736,0.147706,0.657406,guard_captain|fire_plans|trade_guild|fort|shipyard
40,learned,51011,1400,723,2,282,0.516429,11.206429,25.865714,24.850714,0.211429,0.192857,0.241429,0.206429,0.031429,0.027143,0.675714,1.423571,1.202201,3.415239,2.851793,0.464650,0.271902,0.943055,0.168852,0.300744,0.022393,0.315827,0.195543,0.770462,guard_captain|fire_plans|trade_guild|fort|shipyard
41,learned,54458,1400,722,0,366,0.515714,10.985714,27.776429,24.999286,0.188571,0.175000,0.223571,0.197143,0.025000,0.022857,0.603571,1.070000,1.157934,3.492308,2.639757,0.573104,0.323803,0.741675,0.113131,0.201499,0.015003,0.211604,0.131014,0.547974,guard_captain|fire_plans|trade_guild|fort|shipyard
42,learned,64944,1400,756,1,405,0.540000,11.090000,27.732143,21.332857,0.195714,0.179286,0.174286,0.155000,0.027143,0.024286,0.470000,0.692857,0.996763,3.544839,2.580028,0.734748,0.216948,0.564204,0.122854,0.135004,0.010052,0.141775,0.087779,0.602566,guard_captain|trade_guild|fort|shipyard
43,kept,64944,1400,756,1,405,0.540000,11.090000,27.732143,21.332857,0.195714,0.179286,0.174286,0.155000,0.027143,0.024286,0.470000,0.692857,0.996763,3.544839,2.580028,0.734748,0.216948,0.564204,0.122854,0.135004,0.010052,0.141775,0.087779,0.602566,guard_captain|trade_guild|fort|shipyard
44,kept,64944,1400,756,1,405,0.540000,11.090000,27.732143,21.332857,0.195714,0.179286,0.174286,0.155000,0.027143,0.024286,0.470000,0.692857,0.996763,3.544839,2.580028,0.734748,0.216948,0.564204,0.122854,0.135004,0.010052,0.141775,0.087779,0.602566,guard_captain|trade_guild|fort|shipyard
45,learned,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
46,kept,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
47,kept,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
48,kept,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
49,kept,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
50,kept,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
51,kept,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
52,kept,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
53,kept,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
54,kept,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
55,kept,65682,1400,781,3,274,0.557857,11.395714,26.708571,20.978571,0.128571,0.119286,0.183571,0.143571,0.344286,0.303571,0.517857,0.755714,0.800499,3.734313,2.483933,0.589162,0.145355,0.708017,0.082312,0.203607,0.225075,0.152917,0.058812,0.666266,guard_captain|trade_guild|fort|shipyard
56,learned,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
57,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
58,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
59,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
60,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
61,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
62,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
63,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
64,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
65,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
66,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
67,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
68,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
69,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
70,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
71,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
72,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
73,kept,66796,1400,787,1,268,0.562143,11.412143,26.871429,20.781429,0.099286,0.087857,0.316429,0.260000,0.281429,0.237857,0.368571,0.479286,0.685725,3.703279,2.422078,0.646379,0.128745,0.609470,0.055149,0.404286,0.150800,0.102454,0.039404,0.463521,guard_captain|trade_guild|fort|shipyard
74,learned,67226,1400,802,3,260,0.572857,11.422857,23.718571,18.835714,0.164286,0.129286,0.195714,0.159286,0.173571,0.139286,0.362143,0.484286,0.708231,3.918824,2.246470,0.845017,0.086259,0.738345,0.119355,0.270871,0.101036,0.108832,0.245556,0.359231,guard_captain|trade_guild|fort|shipyard
75,learned,71950,1400,831,4,225,0.593571,11.465714,24.017143,18.335000,0.091429,0.081429,0.171429,0.132857,0.252143,0.209286,0.305714,0.368571,0.820075,4.098243,2.055246,0.871112,0.064498,0.763540,0.079968,0.256540,0.174983,0.072918,0.317380,0.554187,guard_captain|fire_plans|trade_guild|fort|shipyard
76,learned,78380,1400,865,5,228,0.617857,11.468571,23.892143,17.099286,0.289286,0.255000,0.203571,0.153571,0.150714,0.127143,0.195714,0.225000,0.705676,3.986119,2.289500,0.927963,0.043214,0.841572,0.252566,0.354722,0.117239,0.048855,0.212644,0.701305,guard_captain|shipyard|trade_guild|fort|fire_plans
77,kept,78380,1400,865,5,228,0.617857,11.468571,23.892143,17.099286,0.289286,0.255000,0.203571,0.153571,0.150714,0.127143,0.195714,0.225000,0.705676,3.986119,2.289500,0.927963,0.043214,0.841572,0.252566,0.354722,0.117239,0.048855,0.212644,0.701305,guard_captain|shipyard|trade_guild|fort|fire_plans
78,kept,78380,1400,865,5,228,0.617857,11.468571,23.892143,17.099286,0.289286,0.255000,0.203571,0.153571,0.150714,0.127143,0.195714,0.225000,0.705676,3.986119,2.289500,0.927963,0.043214,0.841572,0.252566,0.354722,0.117239,0.048855,0.212644,0.701305,guard_captain|shipyard|trade_guild|fort|fire_plans
79,kept,78380,1400,865,5,228,0.617857,11.468571,23.892143,17.099286,0.289286,0.255000,0.203571,0.153571,0.150714,0.127143,0.195714,0.225000,0.705676,3.986119,2.289500,0.927963,0.043214,0.841572,0.252566,0.354722,0.117239,0.048855,0.212644,0.701305,guard_captain|shipyard|trade_guild|fort|fire_plans
80,kept,78380,1400,865,5,228,0.617857,11.468571,23.892143,17.099286,0.289286,0.255000,0.203571,0.153571,0.150714,0.127143,0.195714,0.225000,0.705676,3.986119,2.289500,0.927963,0.043214,0.841572,0.252566,0.354722,0.117239,0.048855,0.212644,0.701305,guard_captain|shipyard|trade_guild|fort|fire_plans
81,kept,78380,1400,865,5,228,0.617857,11.468571,23.892143,17.099286,0.289286,0.255000,0.203571,0.153571,0.150714,0.127143,0.195714,0.225000,0.705676,3.986119,2.289500,0.927963,0.043214,0.841572,0.252566,0.354722,0.117239,0.048855,0.212644,0.701305,guard_captain|shipyard|trade_guild|fort|fire_plans
82,kept,78380,1400,865,5,228,0.617857,11.468571,23.892143,17.099286,0.289286,0.255000,0.203571,0.153571,0.150714,0.127143,0.195714,0.225000,0.705676,3.986119,2.289500,0.927963,0.043214,0.841572,0.252566,0.354722,0.117239,0.048855,0.212644,0.701305,guard_captain|shipyard|trade_guild|fort|fire_plans
83,kept,78380,1400,865,5,228,0.617857,11.468571,23.892143,17.099286,0.289286,0.255000,0.203571,0.153571,0.150714,0.127143,0.195714,0.225000,0.705676,3.986119,2.289500,0.927963,0.043214,0.841572,0.252566,0.354722,0.117239,0.048855,0.212644,0.701305,guard_captain|shipyard|trade_guild|fort|fire_plans
84,kept,78380,1400,865,5,228,0.617857,11.468571,23.892143,17.099286,0.289286,0.255000,0.203571,0.153571,0.150714,0.127143,0.195714,0.225000,0.705676,3.986119,2.289500,0.927963,0.043214,0.841572,0.252566,0.354722,0.117239,0.048855,0.212644,0.701305,guard_captain|shipyard|trade_guild|fort|fire_plans
85,kept,78380,1400,865,5,228,0.617857,11.468571,23.892143,17.099286,0.289286,0.255000,0.203571,0.153571,0.150714,0.127143,0.195714,0.225000,0.705676,3.986119,2.289500,0.927963,0.043214,0.841572,0.252566,0.354722,0.117239,0.048855,0.212644,0.701305,guard_captain|shipyard|trade_guild|fort|fire_plans
