generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,dry_dock_started_rate,dry_dock_completed_rate,avg_damaged_ships,avg_raid_actions,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,dry_dock_bias,repair_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
55,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
56,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
57,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
58,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
59,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
60,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
61,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
62,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
63,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
64,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
65,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
66,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
67,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
68,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
69,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
70,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
71,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
72,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
73,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
74,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
75,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
76,kept,-43179,360,153,0,61,107,6614,11894,0,8560,9336,0.000000,0.425000,10.983333,58.486111,45.275000,0.419444,0.383333,0.269444,0.250000,0.233333,0.202778,0.716667,0.688889,11.797222,0.172222,0.155556,0.233333,12.505556,0.822222,1.658333,1.279638,0.022354,0.034467,3.913704,0.039989,0.663345,0.209861,0.115786,0.196498,0.353710,0.712468,0.323389,0.274194,0.523961,0.105728,0.212693,shipyard|fishing_boat|dry_dock|fort|fire_plans
77,learned,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
78,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
79,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
80,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
81,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
82,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
83,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
84,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
85,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
86,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
87,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
88,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
89,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
90,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
91,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
92,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
93,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
94,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
95,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
96,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
97,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
98,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
99,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
100,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
101,kept,-35672,360,150,1,69,87,3606,10846,0,6960,9232,0.000000,0.416667,11.072222,51.133333,40.930556,0.438889,0.416667,0.291667,0.255556,0.197222,0.183333,0.747222,0.733333,6.825000,0.247222,0.222222,0.286111,13.197222,0.772222,1.525000,1.031178,0.013859,0.077249,3.875607,0.024793,0.712109,0.130114,0.218332,0.122394,0.417790,0.475147,0.580501,0.170000,0.447691,0.174382,0.406005,shipyard|fishing_boat|dry_dock|fort|fire_plans
