generation,status,fitness,games,wins,draws,port_wins,port_losses,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
16,learned,-288416,1500,404,1,163,764,0.269333,9.992000,29.880000,64.018667,0.273333,0.242000,0.400000,0.362667,0.071333,0.058000,0.590000,0.568000,3.068000,0.610000,1.198000,1.845790,3.404257,2.361300,0.938704,0.842442,0.858256,0.382007,0.676757,0.117268,0.239410,0.553010,0.395766,0.488018,0.534673,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
17,learned,-257627,1500,450,2,166,745,0.300000,10.194000,33.025333,58.197333,0.245333,0.217333,0.330667,0.304000,0.208667,0.180000,0.522000,0.504667,4.580000,0.562000,1.014000,1.980209,3.632820,2.601673,1.133152,0.672346,0.907866,0.258437,0.449459,0.361328,0.193511,0.709456,0.324083,0.462955,0.535070,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
18,kept,-257627,1500,450,2,166,745,0.300000,10.194000,33.025333,58.197333,0.245333,0.217333,0.330667,0.304000,0.208667,0.180000,0.522000,0.504667,4.580000,0.562000,1.014000,1.980209,3.632820,2.601673,1.133152,0.672346,0.907866,0.258437,0.449459,0.361328,0.193511,0.709456,0.324083,0.462955,0.535070,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
19,learned,-233769,1500,472,2,219,674,0.314667,10.382667,26.705333,52.447333,0.280000,0.244000,0.341333,0.280667,0.177333,0.133333,0.494667,0.483333,1.679333,0.694667,1.576667,1.904381,3.451546,2.724544,1.376374,0.586595,0.938787,0.368854,0.441692,0.271395,0.175091,0.478689,0.520137,0.385409,0.347795,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
20,kept,-233769,1500,472,2,219,674,0.314667,10.382667,26.705333,52.447333,0.280000,0.244000,0.341333,0.280667,0.177333,0.133333,0.494667,0.483333,1.679333,0.694667,1.576667,1.904381,3.451546,2.724544,1.376374,0.586595,0.938787,0.368854,0.441692,0.271395,0.175091,0.478689,0.520137,0.385409,0.347795,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
21,kept,-233769,1500,472,2,219,674,0.314667,10.382667,26.705333,52.447333,0.280000,0.244000,0.341333,0.280667,0.177333,0.133333,0.494667,0.483333,1.679333,0.694667,1.576667,1.904381,3.451546,2.724544,1.376374,0.586595,0.938787,0.368854,0.441692,0.271395,0.175091,0.478689,0.520137,0.385409,0.347795,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
22,kept,-233769,1500,472,2,219,674,0.314667,10.382667,26.705333,52.447333,0.280000,0.244000,0.341333,0.280667,0.177333,0.133333,0.494667,0.483333,1.679333,0.694667,1.576667,1.904381,3.451546,2.724544,1.376374,0.586595,0.938787,0.368854,0.441692,0.271395,0.175091,0.478689,0.520137,0.385409,0.347795,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
23,kept,-233769,1500,472,2,219,674,0.314667,10.382667,26.705333,52.447333,0.280000,0.244000,0.341333,0.280667,0.177333,0.133333,0.494667,0.483333,1.679333,0.694667,1.576667,1.904381,3.451546,2.724544,1.376374,0.586595,0.938787,0.368854,0.441692,0.271395,0.175091,0.478689,0.520137,0.385409,0.347795,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
24,learned,-233092,1500,470,4,171,650,0.313333,10.622000,21.279333,46.637333,0.266667,0.220000,0.334000,0.261333,0.102000,0.068667,0.342667,0.330667,0.561333,0.688667,1.488667,1.861149,3.306120,2.957270,1.519042,0.381287,0.960211,0.394896,0.571666,0.176407,0.113809,0.311148,0.474903,0.511031,0.226067,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
25,kept,-233092,1500,470,4,171,650,0.313333,10.622000,21.279333,46.637333,0.266667,0.220000,0.334000,0.261333,0.102000,0.068667,0.342667,0.330667,0.561333,0.688667,1.488667,1.861149,3.306120,2.957270,1.519042,0.381287,0.960211,0.394896,0.571666,0.176407,0.113809,0.311148,0.474903,0.511031,0.226067,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
26,learned,-217106,1500,484,5,173,594,0.322667,10.710667,22.458667,45.000000,0.198667,0.164000,0.363333,0.312000,0.087333,0.069333,0.458667,0.448667,1.001333,0.557333,0.985333,2.102280,3.328745,2.983523,1.635157,0.247837,0.820356,0.256682,0.668667,0.116290,0.152107,0.363616,0.308687,0.464583,0.339540,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
27,kept,-217106,1500,484,5,173,594,0.322667,10.710667,22.458667,45.000000,0.198667,0.164000,0.363333,0.312000,0.087333,0.069333,0.458667,0.448667,1.001333,0.557333,0.985333,2.102280,3.328745,2.983523,1.635157,0.247837,0.820356,0.256682,0.668667,0.116290,0.152107,0.363616,0.308687,0.464583,0.339540,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
28,kept,-217106,1500,484,5,173,594,0.322667,10.710667,22.458667,45.000000,0.198667,0.164000,0.363333,0.312000,0.087333,0.069333,0.458667,0.448667,1.001333,0.557333,0.985333,2.102280,3.328745,2.983523,1.635157,0.247837,0.820356,0.256682,0.668667,0.116290,0.152107,0.363616,0.308687,0.464583,0.339540,fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat|trade_guild
29,learned,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
30,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
31,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
32,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
33,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
34,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
35,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
36,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
37,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
38,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
39,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
40,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
41,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
42,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
43,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
44,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
45,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
46,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
47,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
48,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
49,kept,-160026,1500,569,2,197,530,0.379333,10.891333,22.446000,36.826000,0.306000,0.246667,0.310000,0.232000,0.047333,0.028667,0.540000,0.530000,0.642000,0.430000,0.635333,1.917239,3.124954,3.028298,1.718146,0.161094,0.874944,0.436815,0.552616,0.075588,0.187071,0.236350,0.200646,0.488584,0.220701,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
50,learned,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
51,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
52,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
53,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
54,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
55,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
56,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
57,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
58,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
59,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
60,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
61,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
62,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
63,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
64,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
65,kept,-146795,1500,580,5,194,481,0.386667,11.132667,21.269333,35.400000,0.308667,0.258667,0.288667,0.214000,0.090000,0.060000,0.384000,0.377333,0.530000,0.331333,0.421333,1.835397,2.881937,2.870881,1.948300,0.104711,0.918714,0.482226,0.525261,0.125882,0.121596,0.293397,0.130420,0.414466,0.143456,fishing_dock|fort|guard_captain|shipyard|fire_plans|trade_guild
