generation,status,fitness,games,wins,draws,port_wins,port_losses,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
269,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
270,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
271,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
272,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
273,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
274,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
275,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
276,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
277,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
278,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
279,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
280,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
281,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
282,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
283,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
284,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
285,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
286,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
287,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
288,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
289,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
290,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
291,kept,4024,1500,804,5,436,376,0.536000,10.761333,24.118667,23.898000,0.198667,0.164000,0.222000,0.166667,0.044000,0.036000,0.024667,0.024000,0.032667,0.016667,0.017333,0.840252,2.917049,3.253417,2.238477,0.043746,0.865671,0.141741,0.358629,0.028698,0.004926,0.252683,0.004156,0.069476,0.162724,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
292,learned,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
293,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
294,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
295,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
296,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
297,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
298,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
299,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
300,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
301,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
302,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
303,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
304,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
305,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
306,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
307,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
308,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
309,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
310,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
311,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
312,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
313,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
314,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
315,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
316,kept,17266,1500,823,5,447,357,0.548667,10.666000,23.274000,22.383333,0.120667,0.100667,0.226000,0.176667,0.020000,0.018000,0.016000,0.016000,0.018000,0.166000,0.180667,0.624028,3.161642,3.200521,2.312948,0.028435,0.912686,0.092132,0.400811,0.018654,0.003202,0.181172,0.042726,0.045160,0.105771,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
317,learned,19121,1500,822,5,601,399,0.548000,10.214000,25.252667,24.951333,0.114667,0.092000,0.214667,0.153333,0.019333,0.014000,0.004000,0.004000,0.000667,0.094000,0.098000,0.492650,3.282078,3.091636,2.461562,0.205255,0.894116,0.081679,0.288156,0.012125,0.002081,0.117762,0.027772,0.173523,0.068751,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
318,learned,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
319,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
320,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
321,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
322,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
323,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
324,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
325,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
326,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
327,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
328,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
329,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
330,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
331,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
332,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
333,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
334,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
335,kept,40015,1500,855,3,594,367,0.570000,10.206667,24.276000,22.454000,0.068000,0.060000,0.125333,0.098000,0.010000,0.008667,0.005333,0.005333,0.006000,0.065333,0.066667,0.474544,3.501721,3.105559,2.653779,0.133416,0.931176,0.053091,0.187301,0.007881,0.001353,0.300522,0.018052,0.221745,0.257936,fishing_dock|guard_captain|fort|shipyard|fishing_boat|trade_guild|fire_plans
