generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
10,fragile,-419246,1700,492,0,213,934,0,101845,0.010000,0.289412,9.824118,74.795294,98.112941,0.385294,0.361176,0.182353,0.167647,0.025882,0.022941,0.708824,0.673529,19.727059,0.794706,1.627647,2.473183,3.519029,2.108903,1.273179,0.917033,0.867898,0.434606,0.152443,0.042538,0.671689,0.739711,0.692303,0.821524,0.809945,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
11,kept,-419246,1700,492,0,213,934,0,101845,0.010000,0.289412,9.824118,74.795294,98.112941,0.385294,0.361176,0.182353,0.167647,0.025882,0.022941,0.708824,0.673529,19.727059,0.794706,1.627647,2.473183,3.519029,2.108903,1.273179,0.917033,0.867898,0.434606,0.152443,0.042538,0.671689,0.739711,0.692303,0.821524,0.809945,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
12,kept,-419246,1700,492,0,213,934,0,101845,0.010000,0.289412,9.824118,74.795294,98.112941,0.385294,0.361176,0.182353,0.167647,0.025882,0.022941,0.708824,0.673529,19.727059,0.794706,1.627647,2.473183,3.519029,2.108903,1.273179,0.917033,0.867898,0.434606,0.152443,0.042538,0.671689,0.739711,0.692303,0.821524,0.809945,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
13,kept,-419246,1700,492,0,213,934,0,101845,0.010000,0.289412,9.824118,74.795294,98.112941,0.385294,0.361176,0.182353,0.167647,0.025882,0.022941,0.708824,0.673529,19.727059,0.794706,1.627647,2.473183,3.519029,2.108903,1.273179,0.917033,0.867898,0.434606,0.152443,0.042538,0.671689,0.739711,0.692303,0.821524,0.809945,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
14,fragile,-419246,1700,492,0,213,934,0,101845,0.010000,0.289412,9.824118,74.795294,98.112941,0.385294,0.361176,0.182353,0.167647,0.025882,0.022941,0.708824,0.673529,19.727059,0.794706,1.627647,2.473183,3.519029,2.108903,1.273179,0.917033,0.867898,0.434606,0.152443,0.042538,0.671689,0.739711,0.692303,0.821524,0.809945,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
15,kept,-419246,1700,492,0,213,934,0,101845,0.010000,0.289412,9.824118,74.795294,98.112941,0.385294,0.361176,0.182353,0.167647,0.025882,0.022941,0.708824,0.673529,19.727059,0.794706,1.627647,2.473183,3.519029,2.108903,1.273179,0.917033,0.867898,0.434606,0.152443,0.042538,0.671689,0.739711,0.692303,0.821524,0.809945,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
16,learned,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
17,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
18,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
19,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
20,fragile,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
21,fragile,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
22,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
23,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
24,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
25,fragile,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
26,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
27,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
28,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
29,fragile,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
30,fragile,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
31,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
32,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
33,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
34,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
35,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
36,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
37,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
38,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
39,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
40,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
41,fragile,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
42,kept,-358721,1700,562,2,232,855,3859,92743,0.010000,0.330588,9.998235,106.270588,93.064706,0.270588,0.248824,0.110588,0.104118,0.014706,0.012941,0.794706,0.751176,33.624706,0.750588,1.303529,2.395900,3.617771,2.283842,1.226619,0.717135,0.630019,0.282494,0.099088,0.027650,0.602826,0.830812,0.591000,0.667058,0.876464,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
43,learned,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
44,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
45,fragile,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
46,fragile,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
47,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
48,fragile,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
49,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
50,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
51,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
52,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
53,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
54,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
55,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
56,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
57,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
58,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
59,kept,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
60,fragile,-326799,1700,593,1,265,828,6154,83291,0.020000,0.348824,10.173529,108.681176,79.650588,0.233529,0.208235,0.083529,0.071765,0.017647,0.014706,0.888824,0.840000,33.764118,0.567647,0.837059,2.457538,3.687121,2.203078,1.121412,0.489813,0.409512,0.237040,0.064407,0.017972,0.741837,0.767267,0.386385,0.628800,0.909099,fishing_boat|fort|fire_plans|shipyard|guard_captain|fishing_dock|trade_guild
