generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fire_plans_bias,construction_idle_bias,build_priority
10,kept,-45702,1100,242,1,146,0.220000,9.832727,22.200000,56.601818,0.278182,0.237273,0.290909,0.110909,0.219091,0.110909,2.748963,4.040294,2.268631,4.810611,0.774835,0.436535,0.832394,0.246579,0.119414,0.867893,0.972632,
11,kept,-45702,1100,242,1,146,0.220000,9.832727,22.200000,56.601818,0.278182,0.237273,0.290909,0.110909,0.219091,0.110909,2.748963,4.040294,2.268631,4.810611,0.774835,0.436535,0.832394,0.246579,0.119414,0.867893,0.972632,
12,kept,-45702,1100,242,1,146,0.220000,9.832727,22.200000,56.601818,0.278182,0.237273,0.290909,0.110909,0.219091,0.110909,2.748963,4.040294,2.268631,4.810611,0.774835,0.436535,0.832394,0.246579,0.119414,0.867893,0.972632,
13,kept,-45702,1100,242,1,146,0.220000,9.832727,22.200000,56.601818,0.278182,0.237273,0.290909,0.110909,0.219091,0.110909,2.748963,4.040294,2.268631,4.810611,0.774835,0.436535,0.832394,0.246579,0.119414,0.867893,0.972632,
14,learned,-41473,1100,257,1,142,0.233636,10.115455,21.815455,54.227273,0.290909,0.249091,0.230000,0.104545,0.189091,0.085455,2.749599,4.098427,2.136151,4.790892,0.648399,0.381292,0.874296,0.184934,0.089561,0.752273,0.979474,
15,learned,-39962,1100,260,1,180,0.236364,9.771818,22.352727,54.290909,0.309091,0.262727,0.181818,0.073636,0.144545,0.074545,2.668085,4.135102,2.214360,4.804034,0.736299,0.523797,0.855235,0.138701,0.067171,0.731687,0.935630,
16,kept,-39962,1100,260,1,180,0.236364,9.771818,22.352727,54.290909,0.309091,0.262727,0.181818,0.073636,0.144545,0.074545,2.668085,4.135102,2.214360,4.804034,0.736299,0.523797,0.855235,0.138701,0.067171,0.731687,0.935630,
17,kept,-39962,1100,260,1,180,0.236364,9.771818,22.352727,54.290909,0.309091,0.262727,0.181818,0.073636,0.144545,0.074545,2.668085,4.135102,2.214360,4.804034,0.736299,0.523797,0.855235,0.138701,0.067171,0.731687,0.935630,
18,learned,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
19,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
20,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
21,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
22,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
23,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
24,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
25,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
26,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
27,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
28,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
29,kept,-33070,1100,283,0,173,0.257273,9.937273,24.336364,52.777273,0.310000,0.273636,0.253636,0.108182,0.091818,0.046364,2.597667,4.272108,2.323760,4.784743,0.691736,0.392848,0.707458,0.189540,0.050378,0.672882,0.844902,
30,learned,-32247,1100,287,0,176,0.260909,10.134545,23.709091,51.951818,0.306364,0.255455,0.251818,0.089091,0.091818,0.048182,2.632181,4.389172,2.407787,4.727148,0.633434,0.332198,0.615611,0.166341,0.037783,0.701866,0.760283,
31,kept,-32247,1100,287,0,176,0.260909,10.134545,23.709091,51.951818,0.306364,0.255455,0.251818,0.089091,0.091818,0.048182,2.632181,4.389172,2.407787,4.727148,0.633434,0.332198,0.615611,0.166341,0.037783,0.701866,0.760283,
32,kept,-32247,1100,287,0,176,0.260909,10.134545,23.709091,51.951818,0.306364,0.255455,0.251818,0.089091,0.091818,0.048182,2.632181,4.389172,2.407787,4.727148,0.633434,0.332198,0.615611,0.166341,0.037783,0.701866,0.760283,
33,kept,-32247,1100,287,0,176,0.260909,10.134545,23.709091,51.951818,0.306364,0.255455,0.251818,0.089091,0.091818,0.048182,2.632181,4.389172,2.407787,4.727148,0.633434,0.332198,0.615611,0.166341,0.037783,0.701866,0.760283,
34,kept,-32247,1100,287,0,176,0.260909,10.134545,23.709091,51.951818,0.306364,0.255455,0.251818,0.089091,0.091818,0.048182,2.632181,4.389172,2.407787,4.727148,0.633434,0.332198,0.615611,0.166341,0.037783,0.701866,0.760283,
35,kept,-32247,1100,287,0,176,0.260909,10.134545,23.709091,51.951818,0.306364,0.255455,0.251818,0.089091,0.091818,0.048182,2.632181,4.389172,2.407787,4.727148,0.633434,0.332198,0.615611,0.166341,0.037783,0.701866,0.760283,
36,learned,-11263,1100,356,2,199,0.323636,10.432727,27.460000,45.849091,0.370909,0.325455,0.191818,0.076364,0.130000,0.067273,2.741613,4.534855,2.414177,4.634897,0.521236,0.419516,0.644859,0.124755,0.048967,0.633212,0.820212,
37,kept,-11263,1100,356,2,199,0.323636,10.432727,27.460000,45.849091,0.370909,0.325455,0.191818,0.076364,0.130000,0.067273,2.741613,4.534855,2.414177,4.634897,0.521236,0.419516,0.644859,0.124755,0.048967,0.633212,0.820212,
38,learned,-7850,1100,367,2,230,0.333636,10.410909,28.169091,45.278182,0.373636,0.325455,0.172727,0.069091,0.119091,0.061818,2.779791,4.402620,2.267988,4.726173,0.499336,0.478103,0.526913,0.093567,0.036725,0.621504,0.853166,
39,learned,801,1100,399,1,230,0.362727,10.726364,29.978182,43.231818,0.379091,0.329091,0.218182,0.086364,0.088182,0.048182,2.909103,4.453558,2.268701,4.684205,0.402299,0.408040,0.426370,0.097716,0.027544,0.537323,0.889875,
40,kept,801,1100,399,1,230,0.362727,10.726364,29.978182,43.231818,0.379091,0.329091,0.218182,0.086364,0.088182,0.048182,2.909103,4.453558,2.268701,4.684205,0.402299,0.408040,0.426370,0.097716,0.027544,0.537323,0.889875,
41,learned,3595,1100,401,2,238,0.364545,10.805455,29.354545,40.495455,0.360909,0.308182,0.160000,0.067273,0.119091,0.058182,2.970290,4.590169,2.359758,4.583918,0.318253,0.308278,0.322799,0.073287,0.036113,0.652992,0.880199,
42,kept,3595,1100,401,2,238,0.364545,10.805455,29.354545,40.495455,0.360909,0.308182,0.160000,0.067273,0.119091,0.058182,2.970290,4.590169,2.359758,4.583918,0.318253,0.308278,0.322799,0.073287,0.036113,0.652992,0.880199,
43,learned,7647,1100,418,1,210,0.380000,11.070000,31.247273,40.422727,0.393636,0.342727,0.117273,0.042727,0.411818,0.254545,2.850866,4.677326,2.359904,4.652876,0.266781,0.231208,0.426313,0.054965,0.168463,0.564057,0.902058,
44,kept,7647,1100,418,1,210,0.380000,11.070000,31.247273,40.422727,0.393636,0.342727,0.117273,0.042727,0.411818,0.254545,2.850866,4.677326,2.359904,4.652876,0.266781,0.231208,0.426313,0.054965,0.168463,0.564057,0.902058,
45,kept,7647,1100,418,1,210,0.380000,11.070000,31.247273,40.422727,0.393636,0.342727,0.117273,0.042727,0.411818,0.254545,2.850866,4.677326,2.359904,4.652876,0.266781,0.231208,0.426313,0.054965,0.168463,0.564057,0.902058,
46,learned,8541,1100,424,0,221,0.385455,11.043636,30.512727,39.725455,0.400909,0.327273,0.086364,0.036364,0.357273,0.220909,2.896045,4.671602,2.209988,4.739657,0.280677,0.351048,0.371934,0.041224,0.126347,0.594135,0.926543,
47,kept,8541,1100,424,0,221,0.385455,11.043636,30.512727,39.725455,0.400909,0.327273,0.086364,0.036364,0.357273,0.220909,2.896045,4.671602,2.209988,4.739657,0.280677,0.351048,0.371934,0.041224,0.126347,0.594135,0.926543,
48,learned,13133,1100,440,4,241,0.400000,11.067273,31.203636,38.805455,0.375455,0.314545,0.102727,0.040909,0.316364,0.186364,2.820160,4.575104,2.333273,4.653283,0.245966,0.263286,0.350547,0.046043,0.094760,0.498290,0.944908,
49,kept,13133,1100,440,4,241,0.400000,11.067273,31.203636,38.805455,0.375455,0.314545,0.102727,0.040909,0.316364,0.186364,2.820160,4.575104,2.333273,4.653283,0.245966,0.263286,0.350547,0.046043,0.094760,0.498290,0.944908,
50,kept,13133,1100,440,4,241,0.400000,11.067273,31.203636,38.805455,0.375455,0.314545,0.102727,0.040909,0.316364,0.186364,2.820160,4.575104,2.333273,4.653283,0.245966,0.263286,0.350547,0.046043,0.094760,0.498290,0.944908,
51,kept,13133,1100,440,4,241,0.400000,11.067273,31.203636,38.805455,0.375455,0.314545,0.102727,0.040909,0.316364,0.186364,2.820160,4.575104,2.333273,4.653283,0.245966,0.263286,0.350547,0.046043,0.094760,0.498290,0.944908,
52,kept,13133,1100,440,4,241,0.400000,11.067273,31.203636,38.805455,0.375455,0.314545,0.102727,0.040909,0.316364,0.186364,2.820160,4.575104,2.333273,4.653283,0.245966,0.263286,0.350547,0.046043,0.094760,0.498290,0.944908,
53,kept,13133,1100,440,4,241,0.400000,11.067273,31.203636,38.805455,0.375455,0.314545,0.102727,0.040909,0.316364,0.186364,2.820160,4.575104,2.333273,4.653283,0.245966,0.263286,0.350547,0.046043,0.094760,0.498290,0.944908,
54,kept,13133,1100,440,4,241,0.400000,11.067273,31.203636,38.805455,0.375455,0.314545,0.102727,0.040909,0.316364,0.186364,2.820160,4.575104,2.333273,4.653283,0.245966,0.263286,0.350547,0.046043,0.094760,0.498290,0.944908,
55,kept,13133,1100,440,4,241,0.400000,11.067273,31.203636,38.805455,0.375455,0.314545,0.102727,0.040909,0.316364,0.186364,2.820160,4.575104,2.333273,4.653283,0.245966,0.263286,0.350547,0.046043,0.094760,0.498290,0.944908,
56,kept,13133,1100,440,4,241,0.400000,11.067273,31.203636,38.805455,0.375455,0.314545,0.102727,0.040909,0.316364,0.186364,2.820160,4.575104,2.333273,4.653283,0.245966,0.263286,0.350547,0.046043,0.094760,0.498290,0.944908,
57,learned,17861,1100,452,2,235,0.410909,11.151818,32.156364,36.778182,0.374545,0.312727,0.092727,0.036364,0.226364,0.138182,2.860821,4.473221,2.327234,4.712328,0.184475,0.197465,0.262910,0.034533,0.071070,0.473729,0.958681,
58,learned,21510,1100,462,0,240,0.420000,11.282727,32.104545,34.622727,0.385455,0.305455,0.072727,0.022727,0.402727,0.252727,2.985321,4.331132,2.278057,4.775027,0.141059,0.148098,0.250614,0.025899,0.113036,0.374848,0.969011,
59,kept,21510,1100,462,0,240,0.420000,11.282727,32.104545,34.622727,0.385455,0.305455,0.072727,0.022727,0.402727,0.252727,2.985321,4.331132,2.278057,4.775027,0.141059,0.148098,0.250614,0.025899,0.113036,0.374848,0.969011,
60,kept,21510,1100,462,0,240,0.420000,11.282727,32.104545,34.622727,0.385455,0.305455,0.072727,0.022727,0.402727,0.252727,2.985321,4.331132,2.278057,4.775027,0.141059,0.148098,0.250614,0.025899,0.113036,0.374848,0.969011,
61,kept,21510,1100,462,0,240,0.420000,11.282727,32.104545,34.622727,0.385455,0.305455,0.072727,0.022727,0.402727,0.252727,2.985321,4.331132,2.278057,4.775027,0.141059,0.148098,0.250614,0.025899,0.113036,0.374848,0.969011,
62,kept,21510,1100,462,0,240,0.420000,11.282727,32.104545,34.622727,0.385455,0.305455,0.072727,0.022727,0.402727,0.252727,2.985321,4.331132,2.278057,4.775027,0.141059,0.148098,0.250614,0.025899,0.113036,0.374848,0.969011,
63,kept,21510,1100,462,0,240,0.420000,11.282727,32.104545,34.622727,0.385455,0.305455,0.072727,0.022727,0.402727,0.252727,2.985321,4.331132,2.278057,4.775027,0.141059,0.148098,0.250614,0.025899,0.113036,0.374848,0.969011,
64,kept,21510,1100,462,0,240,0.420000,11.282727,32.104545,34.622727,0.385455,0.305455,0.072727,0.022727,0.402727,0.252727,2.985321,4.331132,2.278057,4.775027,0.141059,0.148098,0.250614,0.025899,0.113036,0.374848,0.969011,
65,learned,31331,1100,506,1,282,0.460000,11.197273,33.065455,32.891818,0.355455,0.293636,0.057273,0.022727,0.340000,0.201818,2.955659,4.412283,2.188435,4.717175,0.105794,0.114372,0.187961,0.019425,0.084777,0.281136,0.830217,
66,kept,31331,1100,506,1,282,0.460000,11.197273,33.065455,32.891818,0.355455,0.293636,0.057273,0.022727,0.340000,0.201818,2.955659,4.412283,2.188435,4.717175,0.105794,0.114372,0.187961,0.019425,0.084777,0.281136,0.830217,
67,kept,31331,1100,506,1,282,0.460000,11.197273,33.065455,32.891818,0.355455,0.293636,0.057273,0.022727,0.340000,0.201818,2.955659,4.412283,2.188435,4.717175,0.105794,0.114372,0.187961,0.019425,0.084777,0.281136,0.830217,
68,kept,31331,1100,506,1,282,0.460000,11.197273,33.065455,32.891818,0.355455,0.293636,0.057273,0.022727,0.340000,0.201818,2.955659,4.412283,2.188435,4.717175,0.105794,0.114372,0.187961,0.019425,0.084777,0.281136,0.830217,
69,learned,40666,1100,536,1,285,0.487273,11.240000,34.777273,29.976364,0.398182,0.335455,0.134545,0.051818,0.242727,0.142727,2.870997,4.292054,2.194332,4.569216,0.079346,0.166418,0.212323,0.049810,0.063583,0.210852,0.781353,
70,kept,40666,1100,536,1,285,0.487273,11.240000,34.777273,29.976364,0.398182,0.335455,0.134545,0.051818,0.242727,0.142727,2.870997,4.292054,2.194332,4.569216,0.079346,0.166418,0.212323,0.049810,0.063583,0.210852,0.781353,
71,kept,40666,1100,536,1,285,0.487273,11.240000,34.777273,29.976364,0.398182,0.335455,0.134545,0.051818,0.242727,0.142727,2.870997,4.292054,2.194332,4.569216,0.079346,0.166418,0.212323,0.049810,0.063583,0.210852,0.781353,
72,kept,40666,1100,536,1,285,0.487273,11.240000,34.777273,29.976364,0.398182,0.335455,0.134545,0.051818,0.242727,0.142727,2.870997,4.292054,2.194332,4.569216,0.079346,0.166418,0.212323,0.049810,0.063583,0.210852,0.781353,
73,learned,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
74,kept,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
75,kept,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
76,kept,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
77,kept,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
78,kept,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
79,kept,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
80,kept,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
81,kept,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
82,kept,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
83,kept,57678,1100,598,0,351,0.543636,11.169091,37.838182,26.299091,0.487273,0.413636,0.105455,0.048182,0.199091,0.125455,2.906650,4.229734,2.148668,4.598161,0.059509,0.217555,0.308740,0.037358,0.047687,0.158139,0.836015,
84,learned,66008,1100,630,5,382,0.572727,11.164545,38.520909,24.222727,0.536364,0.460000,0.161818,0.060909,0.161818,0.101818,2.790733,4.211724,2.033814,4.558750,0.044632,0.243688,0.353400,0.060923,0.035765,0.118604,0.759277,
85,kept,66008,1100,630,5,382,0.572727,11.164545,38.520909,24.222727,0.536364,0.460000,0.161818,0.060909,0.161818,0.101818,2.790733,4.211724,2.033814,4.558750,0.044632,0.243688,0.353400,0.060923,0.035765,0.118604,0.759277,
86,learned,66253,1100,630,1,354,0.572727,11.227273,38.777273,23.620000,0.550909,0.462727,0.112727,0.046364,0.332727,0.220000,2.659000,4.072014,1.954112,4.635951,0.033474,0.340635,0.416454,0.045692,0.094506,0.088953,0.819458,
87,kept,66253,1100,630,1,354,0.572727,11.227273,38.777273,23.620000,0.550909,0.462727,0.112727,0.046364,0.332727,0.220000,2.659000,4.072014,1.954112,4.635951,0.033474,0.340635,0.416454,0.045692,0.094506,0.088953,0.819458,
88,learned,68604,1100,641,3,394,0.582727,11.180000,39.414545,24.192727,0.590000,0.511818,0.113636,0.041818,0.247273,0.153636,2.754248,4.006778,1.939250,4.602559,0.025106,0.403396,0.532000,0.051763,0.070879,0.066715,0.750070,
89,learned,75007,1100,667,4,402,0.606364,11.232727,40.273636,22.712727,0.600909,0.515455,0.134545,0.059091,0.183636,0.122727,2.835460,3.906381,1.933184,4.465478,0.018829,0.450823,0.538561,0.066658,0.053160,0.050354,0.812552,
90,kept,75007,1100,667,4,402,0.606364,11.232727,40.273636,22.712727,0.600909,0.515455,0.134545,0.059091,0.183636,0.122727,2.835460,3.906381,1.933184,4.465478,0.018829,0.450823,0.538561,0.066658,0.053160,0.050354,0.812552,
91,kept,75007,1100,667,4,402,0.606364,11.232727,40.273636,22.712727,0.600909,0.515455,0.134545,0.059091,0.183636,0.122727,2.835460,3.906381,1.933184,4.465478,0.018829,0.450823,0.538561,0.066658,0.053160,0.050354,0.812552,
92,kept,75007,1100,667,4,402,0.606364,11.232727,40.273636,22.712727,0.600909,0.515455,0.134545,0.059091,0.183636,0.122727,2.835460,3.906381,1.933184,4.465478,0.018829,0.450823,0.538561,0.066658,0.053160,0.050354,0.812552,
93,kept,75007,1100,667,4,402,0.606364,11.232727,40.273636,22.712727,0.600909,0.515455,0.134545,0.059091,0.183636,0.122727,2.835460,3.906381,1.933184,4.465478,0.018829,0.450823,0.538561,0.066658,0.053160,0.050354,0.812552,
94,kept,75007,1100,667,4,402,0.606364,11.232727,40.273636,22.712727,0.600909,0.515455,0.134545,0.059091,0.183636,0.122727,2.835460,3.906381,1.933184,4.465478,0.018829,0.450823,0.538561,0.066658,0.053160,0.050354,0.812552,
95,learned,81494,1100,684,2,475,0.621818,10.932727,41.862727,21.436364,0.581818,0.514545,0.115455,0.045455,0.129091,0.078182,2.939176,3.824814,1.950973,4.495542,0.014122,0.568395,0.459278,0.049994,0.039870,0.037765,0.713910,
96,kept,81494,1100,684,2,475,0.621818,10.932727,41.862727,21.436364,0.581818,0.514545,0.115455,0.045455,0.129091,0.078182,2.939176,3.824814,1.950973,4.495542,0.014122,0.568395,0.459278,0.049994,0.039870,0.037765,0.713910,
97,kept,81494,1100,684,2,475,0.621818,10.932727,41.862727,21.436364,0.581818,0.514545,0.115455,0.045455,0.129091,0.078182,2.939176,3.824814,1.950973,4.495542,0.014122,0.568395,0.459278,0.049994,0.039870,0.037765,0.713910,
98,kept,81494,1100,684,2,475,0.621818,10.932727,41.862727,21.436364,0.581818,0.514545,0.115455,0.045455,0.129091,0.078182,2.939176,3.824814,1.950973,4.495542,0.014122,0.568395,0.459278,0.049994,0.039870,0.037765,0.713910,
99,kept,81494,1100,684,2,475,0.621818,10.932727,41.862727,21.436364,0.581818,0.514545,0.115455,0.045455,0.129091,0.078182,2.939176,3.824814,1.950973,4.495542,0.014122,0.568395,0.459278,0.049994,0.039870,0.037765,0.713910,
100,kept,81494,1100,684,2,475,0.621818,10.932727,41.862727,21.436364,0.581818,0.514545,0.115455,0.045455,0.129091,0.078182,2.939176,3.824814,1.950973,4.495542,0.014122,0.568395,0.459278,0.049994,0.039870,0.037765,0.713910,
101,kept,81494,1100,684,2,475,0.621818,10.932727,41.862727,21.436364,0.581818,0.514545,0.115455,0.045455,0.129091,0.078182,2.939176,3.824814,1.950973,4.495542,0.014122,0.568395,0.459278,0.049994,0.039870,0.037765,0.713910,
102,kept,81494,1100,684,2,475,0.621818,10.932727,41.862727,21.436364,0.581818,0.514545,0.115455,0.045455,0.129091,0.078182,2.939176,3.824814,1.950973,4.495542,0.014122,0.568395,0.459278,0.049994,0.039870,0.037765,0.713910,
103,kept,81494,1100,684,2,475,0.621818,10.932727,41.862727,21.436364,0.581818,0.514545,0.115455,0.045455,0.129091,0.078182,2.939176,3.824814,1.950973,4.495542,0.014122,0.568395,0.459278,0.049994,0.039870,0.037765,0.713910,
104,kept,81494,1100,684,2,475,0.621818,10.932727,41.862727,21.436364,0.581818,0.514545,0.115455,0.045455,0.129091,0.078182,2.939176,3.824814,1.950973,4.495542,0.014122,0.568395,0.459278,0.049994,0.039870,0.037765,0.713910,
105,learned,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
106,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
107,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
108,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
109,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
