generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fire_plans_bias,construction_idle_bias,build_priority
110,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
111,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
112,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
113,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
114,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
115,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
116,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
117,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
118,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
119,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
120,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
121,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
122,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
123,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
124,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
125,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
126,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
127,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
128,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
129,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
130,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
131,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
132,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
133,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
134,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
135,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
136,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
137,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
138,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
139,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
140,kept,98204,1100,751,2,548,0.682727,10.773636,44.888182,18.793636,0.576364,0.499091,0.094545,0.032727,0.123636,0.069091,2.945445,3.773223,1.869712,4.493841,0.010591,0.654015,0.344458,0.037495,0.029902,0.028324,0.572961,
141,learned,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
142,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
143,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
144,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
145,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
146,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
147,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
148,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
149,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
150,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
151,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
152,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
153,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
154,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
155,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
156,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
157,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
158,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
159,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
160,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
161,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
162,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
163,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
164,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
165,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
166,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
167,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
168,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
169,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
170,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
171,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
172,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
173,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
174,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
175,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
176,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
177,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
178,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
179,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
180,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
181,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
182,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
183,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
184,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
185,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
186,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
187,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
188,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
189,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
190,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
191,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
192,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
193,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
194,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
195,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
196,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
197,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
198,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
199,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
200,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
201,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
202,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
203,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
204,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
205,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
206,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
207,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
208,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
209,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
210,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
211,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
212,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
213,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
214,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
215,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
216,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
217,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
218,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
219,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
220,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
221,kept,101451,1100,762,1,555,0.692727,10.745455,44.845455,17.230909,0.497273,0.420909,0.066364,0.024545,0.120909,0.065455,2.856490,3.795799,1.875770,4.620381,0.007944,0.703262,0.258344,0.028121,0.031104,0.057974,0.501462,
