generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
1072,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1073,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1074,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1075,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1076,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1077,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1078,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1079,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1080,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1081,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1082,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1083,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1084,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1085,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1086,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1087,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1088,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1089,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1090,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1091,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1092,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1093,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1094,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1095,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1096,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1097,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1098,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1099,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1100,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1101,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1102,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1103,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1104,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1105,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1106,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1107,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1108,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1109,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1110,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1111,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1112,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1113,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1114,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1115,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1116,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1117,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1118,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1119,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1120,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1121,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1122,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1123,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1124,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1125,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1126,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1127,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1128,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1129,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1130,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1131,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1132,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1133,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1134,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1135,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1136,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1137,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1138,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1139,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1140,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1141,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
1142,kept,22347,170,118,0,73,18,10089,1572,12000,1440,3280,0.200000,0.694118,10.258824,43.041176,16.423529,0.500000,0.452941,0.094118,0.064706,0.041176,0.023529,0.417647,0.405882,4.200000,0.647059,1.117647,0.347560,4.175663,1.177661,0.252715,0.005253,0.676315,0.251721,0.066606,0.007789,0.123654,0.660960,0.008278,0.209718,0.127930,guard_captain
