generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
155,kept,-12628,170,80,0,32,44,2645,3319,0,3520,3348,0.000000,0.470588,10.888235,49.776471,41.947059,0.158824,0.141176,0.470588,0.370588,0.429412,0.335294,0.829412,0.805882,7.894118,0.623529,1.182353,1.416729,4.587956,1.864892,0.370141,0.002304,0.918952,0.095090,0.800632,0.247515,0.599014,0.668733,0.226791,0.075851,0.099745,guard_captain|trade_guild|fishing_boat
156,kept,-12628,170,80,0,32,44,2645,3319,0,3520,3348,0.000000,0.470588,10.888235,49.776471,41.947059,0.158824,0.141176,0.470588,0.370588,0.429412,0.335294,0.829412,0.805882,7.894118,0.623529,1.182353,1.416729,4.587956,1.864892,0.370141,0.002304,0.918952,0.095090,0.800632,0.247515,0.599014,0.668733,0.226791,0.075851,0.099745,guard_captain|trade_guild|fishing_boat
157,kept,-12628,170,80,0,32,44,2645,3319,0,3520,3348,0.000000,0.470588,10.888235,49.776471,41.947059,0.158824,0.141176,0.470588,0.370588,0.429412,0.335294,0.829412,0.805882,7.894118,0.623529,1.182353,1.416729,4.587956,1.864892,0.370141,0.002304,0.918952,0.095090,0.800632,0.247515,0.599014,0.668733,0.226791,0.075851,0.099745,guard_captain|trade_guild|fishing_boat
158,kept,-12628,170,80,0,32,44,2645,3319,0,3520,3348,0.000000,0.470588,10.888235,49.776471,41.947059,0.158824,0.141176,0.470588,0.370588,0.429412,0.335294,0.829412,0.805882,7.894118,0.623529,1.182353,1.416729,4.587956,1.864892,0.370141,0.002304,0.918952,0.095090,0.800632,0.247515,0.599014,0.668733,0.226791,0.075851,0.099745,guard_captain|trade_guild|fishing_boat
159,kept,-12628,170,80,0,32,44,2645,3319,0,3520,3348,0.000000,0.470588,10.888235,49.776471,41.947059,0.158824,0.141176,0.470588,0.370588,0.429412,0.335294,0.829412,0.805882,7.894118,0.623529,1.182353,1.416729,4.587956,1.864892,0.370141,0.002304,0.918952,0.095090,0.800632,0.247515,0.599014,0.668733,0.226791,0.075851,0.099745,guard_captain|trade_guild|fishing_boat
160,learned,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
161,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
162,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
163,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
164,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
165,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
166,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
167,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
168,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
169,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
170,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
171,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
172,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
173,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
174,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
175,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
176,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
177,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
178,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
179,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
180,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
181,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
182,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
183,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
184,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
185,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
186,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
187,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
188,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
189,kept,-6791,170,85,1,32,29,3181,3495,0,2320,3580,0.000000,0.500000,11.364706,62.617647,40.352941,0.111765,0.100000,0.552941,0.517647,0.358824,0.305882,0.794118,0.788235,12.029412,0.629412,1.088235,1.195686,4.328133,1.727875,0.455750,0.001267,0.955424,0.052299,0.760813,0.154759,0.527845,0.703451,0.124735,0.041718,0.360190,guard_captain|trade_guild|fishing_boat
190,learned,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
191,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
192,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
193,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
194,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
195,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
196,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
197,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
198,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
199,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
200,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
201,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
202,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
203,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
204,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
205,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
206,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
207,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
208,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
209,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
210,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
211,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
212,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
213,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
214,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
215,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
216,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
217,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
218,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
219,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
220,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
221,kept,-140,170,86,1,47,31,2337,3668,6000,2480,2820,0.100000,0.505882,10.670588,65.641176,39.447059,0.029412,0.029412,0.435294,0.400000,0.305882,0.300000,0.652941,0.641176,13.752941,0.600000,1.000000,1.165215,4.078507,1.626304,0.250662,0.053370,0.877178,0.028765,0.489124,0.085117,0.324271,0.836898,0.068604,0.022945,0.202624,guard_captain|fishing_boat|trade_guild
