generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,dry_dock_started_rate,dry_dock_completed_rate,avg_damaged_ships,avg_raid_actions,avg_raid_damage_events,avg_raid_repairs,avg_damaged_raiders_sunk,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,dry_dock_bias,repair_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
359,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
360,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
361,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
362,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
363,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
364,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
365,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
366,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
367,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
368,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
369,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
370,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
371,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
372,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
373,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
374,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
375,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
376,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
377,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
378,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
379,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
380,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
381,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
382,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
383,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
384,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
385,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
386,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
387,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
388,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
389,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
390,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
391,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
392,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
393,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
394,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
395,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
396,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
397,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
398,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
399,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
400,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
401,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
402,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
403,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
404,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
405,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
406,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
407,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
408,fragile,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
409,kept,17385,360,209,2,24,78,4705,1397,15000,6240,3324,0.250000,0.580556,11.291667,270.819444,39.686111,0.091667,0.083333,0.088889,0.069444,0.002778,0.002778,0.980556,0.944444,116.611111,0.050000,0.038889,0.152778,10.883333,0.675000,0.408333,0.100000,0.647222,0.772222,0.142445,0.294582,0.700635,3.713765,0.055653,0.035554,0.197168,0.515857,0.005608,0.905890,0.971082,0.833790,0.577979,0.598050,0.076121,0.546687,fishing_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
