generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,port_loss_pressure_penalty,survival_infra_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,dry_dock_started_rate,dry_dock_completed_rate,avg_damaged_ships,avg_raid_actions,avg_raid_damage_events,avg_raid_repairs,avg_damaged_raiders_sunk,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,dry_dock_bias,repair_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
2146,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2147,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2148,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2149,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2150,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2151,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2152,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2153,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2154,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2155,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2156,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2157,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2158,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2159,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2160,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2161,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2162,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2163,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2164,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2165,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2166,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2167,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2168,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2169,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2170,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2171,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2172,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2173,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2174,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2175,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2176,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2177,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2178,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2179,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2180,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2181,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2182,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2183,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2184,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2185,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2186,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2187,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2188,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2189,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2190,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2191,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2192,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2193,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2194,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
2195,kept,75391,360,274,1,22,22,11391,0,30000,1760,3068,0.500000,0.761111,11.850000,329.166667,27.208333,0.172222,0.166667,0.169444,0.141667,0.000000,0.000000,0.991667,0.977778,144.016667,0.158333,0.138889,0.088889,17.063889,1.250000,1.036111,0.094444,0.272222,0.294444,0.003558,1.123242,0.090623,3.744947,0.001153,0.137081,0.097164,0.820176,0.004832,0.992332,0.973542,0.681979,0.831612,0.182429,0.152523,0.425518,fishing_dock|dry_dock|fishing_boat|shipyard|guard_captain|fort|fire_plans
