generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fire_plans_bias,construction_idle_bias,build_priority
122,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
123,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
124,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
125,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
126,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
127,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
128,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
129,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
130,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
131,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
132,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
133,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
134,kept,79865,1100,696,3,402,0.632727,11.229091,38.595455,20.245455,0.650909,0.531818,0.261818,0.040909,0.380000,0.121818,2.210326,4.440332,1.879904,4.598804,0.022917,0.858217,0.758044,0.157394,0.170806,0.084590,0.483071,
135,learned,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
136,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
137,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
138,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
139,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
140,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
141,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
142,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
143,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
144,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
145,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
146,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
147,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
148,kept,82308,1100,705,2,443,0.640909,11.127273,38.847273,19.917273,0.642727,0.500000,0.219091,0.018182,0.444545,0.113636,2.311005,4.574364,1.927377,4.511385,0.017188,0.893663,0.625798,0.118045,0.193334,0.063442,0.362303,
149,learned,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
150,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
151,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
152,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
153,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
154,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
155,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
156,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
157,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
158,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
159,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
160,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
161,kept,89672,1100,733,2,471,0.666364,11.031818,40.369091,18.690000,0.677273,0.565455,0.175455,0.023636,0.354545,0.125455,2.269449,4.587540,1.784097,4.478334,0.012891,0.751530,0.719349,0.088534,0.145000,0.047582,0.474498,
162,learned,92237,1100,740,6,463,0.672727,11.158182,41.252727,18.278182,0.689091,0.594545,0.225455,0.070909,0.291818,0.162727,2.194916,4.669236,1.753946,4.493308,0.009668,0.813648,0.789511,0.107036,0.108750,0.052981,0.605874,
163,kept,92237,1100,740,6,463,0.672727,11.158182,41.252727,18.278182,0.689091,0.594545,0.225455,0.070909,0.291818,0.162727,2.194916,4.669236,1.753946,4.493308,0.009668,0.813648,0.789511,0.107036,0.108750,0.052981,0.605874,
164,kept,92237,1100,740,6,463,0.672727,11.158182,41.252727,18.278182,0.689091,0.594545,0.225455,0.070909,0.291818,0.162727,2.194916,4.669236,1.753946,4.493308,0.009668,0.813648,0.789511,0.107036,0.108750,0.052981,0.605874,
165,kept,92237,1100,740,6,463,0.672727,11.158182,41.252727,18.278182,0.689091,0.594545,0.225455,0.070909,0.291818,0.162727,2.194916,4.669236,1.753946,4.493308,0.009668,0.813648,0.789511,0.107036,0.108750,0.052981,0.605874,
166,kept,92237,1100,740,6,463,0.672727,11.158182,41.252727,18.278182,0.689091,0.594545,0.225455,0.070909,0.291818,0.162727,2.194916,4.669236,1.753946,4.493308,0.009668,0.813648,0.789511,0.107036,0.108750,0.052981,0.605874,
167,kept,92237,1100,740,6,463,0.672727,11.158182,41.252727,18.278182,0.689091,0.594545,0.225455,0.070909,0.291818,0.162727,2.194916,4.669236,1.753946,4.493308,0.009668,0.813648,0.789511,0.107036,0.108750,0.052981,0.605874,
168,kept,92237,1100,740,6,463,0.672727,11.158182,41.252727,18.278182,0.689091,0.594545,0.225455,0.070909,0.291818,0.162727,2.194916,4.669236,1.753946,4.493308,0.009668,0.813648,0.789511,0.107036,0.108750,0.052981,0.605874,
169,kept,92237,1100,740,6,463,0.672727,11.158182,41.252727,18.278182,0.689091,0.594545,0.225455,0.070909,0.291818,0.162727,2.194916,4.669236,1.753946,4.493308,0.009668,0.813648,0.789511,0.107036,0.108750,0.052981,0.605874,
170,kept,92237,1100,740,6,463,0.672727,11.158182,41.252727,18.278182,0.689091,0.594545,0.225455,0.070909,0.291818,0.162727,2.194916,4.669236,1.753946,4.493308,0.009668,0.813648,0.789511,0.107036,0.108750,0.052981,0.605874,
171,learned,92410,1100,740,2,499,0.672727,10.915455,39.944545,17.049091,0.685455,0.564545,0.247273,0.023636,0.279091,0.083636,2.087235,4.725567,1.620026,4.457966,0.007251,0.832606,0.717169,0.135917,0.081563,0.039736,0.461093,trade_guild
172,kept,92410,1100,740,2,499,0.672727,10.915455,39.944545,17.049091,0.685455,0.564545,0.247273,0.023636,0.279091,0.083636,2.087235,4.725567,1.620026,4.457966,0.007251,0.832606,0.717169,0.135917,0.081563,0.039736,0.461093,trade_guild
173,kept,92410,1100,740,2,499,0.672727,10.915455,39.944545,17.049091,0.685455,0.564545,0.247273,0.023636,0.279091,0.083636,2.087235,4.725567,1.620026,4.457966,0.007251,0.832606,0.717169,0.135917,0.081563,0.039736,0.461093,trade_guild
174,kept,92410,1100,740,2,499,0.672727,10.915455,39.944545,17.049091,0.685455,0.564545,0.247273,0.023636,0.279091,0.083636,2.087235,4.725567,1.620026,4.457966,0.007251,0.832606,0.717169,0.135917,0.081563,0.039736,0.461093,trade_guild
175,kept,92410,1100,740,2,499,0.672727,10.915455,39.944545,17.049091,0.685455,0.564545,0.247273,0.023636,0.279091,0.083636,2.087235,4.725567,1.620026,4.457966,0.007251,0.832606,0.717169,0.135917,0.081563,0.039736,0.461093,trade_guild
176,kept,92410,1100,740,2,499,0.672727,10.915455,39.944545,17.049091,0.685455,0.564545,0.247273,0.023636,0.279091,0.083636,2.087235,4.725567,1.620026,4.457966,0.007251,0.832606,0.717169,0.135917,0.081563,0.039736,0.461093,trade_guild
177,kept,92410,1100,740,2,499,0.672727,10.915455,39.944545,17.049091,0.685455,0.564545,0.247273,0.023636,0.279091,0.083636,2.087235,4.725567,1.620026,4.457966,0.007251,0.832606,0.717169,0.135917,0.081563,0.039736,0.461093,trade_guild
178,kept,92410,1100,740,2,499,0.672727,10.915455,39.944545,17.049091,0.685455,0.564545,0.247273,0.023636,0.279091,0.083636,2.087235,4.725567,1.620026,4.457966,0.007251,0.832606,0.717169,0.135917,0.081563,0.039736,0.461093,trade_guild
179,kept,92410,1100,740,2,499,0.672727,10.915455,39.944545,17.049091,0.685455,0.564545,0.247273,0.023636,0.279091,0.083636,2.087235,4.725567,1.620026,4.457966,0.007251,0.832606,0.717169,0.135917,0.081563,0.039736,0.461093,trade_guild
180,kept,92410,1100,740,2,499,0.672727,10.915455,39.944545,17.049091,0.685455,0.564545,0.247273,0.023636,0.279091,0.083636,2.087235,4.725567,1.620026,4.457966,0.007251,0.832606,0.717169,0.135917,0.081563,0.039736,0.461093,trade_guild
181,learned,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
182,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
183,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
184,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
185,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
186,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
187,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
188,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
189,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
190,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
191,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
192,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
193,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
194,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
195,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
196,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
197,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
198,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
199,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
200,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
201,kept,94957,1100,749,3,486,0.680909,11.074545,41.568182,17.389091,0.656364,0.566364,0.209091,0.059091,0.179091,0.099091,2.067594,4.715235,1.537502,4.545488,0.009220,0.818419,0.592216,0.101938,0.061172,0.132656,0.575695,
202,learned,99913,1100,768,2,518,0.698182,10.938182,42.528182,16.634545,0.703636,0.620909,0.155455,0.057273,0.143636,0.088182,2.018936,4.673882,1.484848,4.551557,0.030271,0.863814,0.694162,0.076453,0.045879,0.099492,0.681771,
203,kept,99913,1100,768,2,518,0.698182,10.938182,42.528182,16.634545,0.703636,0.620909,0.155455,0.057273,0.143636,0.088182,2.018936,4.673882,1.484848,4.551557,0.030271,0.863814,0.694162,0.076453,0.045879,0.099492,0.681771,
204,kept,99913,1100,768,2,518,0.698182,10.938182,42.528182,16.634545,0.703636,0.620909,0.155455,0.057273,0.143636,0.088182,2.018936,4.673882,1.484848,4.551557,0.030271,0.863814,0.694162,0.076453,0.045879,0.099492,0.681771,
205,kept,99913,1100,768,2,518,0.698182,10.938182,42.528182,16.634545,0.703636,0.620909,0.155455,0.057273,0.143636,0.088182,2.018936,4.673882,1.484848,4.551557,0.030271,0.863814,0.694162,0.076453,0.045879,0.099492,0.681771,
206,kept,99913,1100,768,2,518,0.698182,10.938182,42.528182,16.634545,0.703636,0.620909,0.155455,0.057273,0.143636,0.088182,2.018936,4.673882,1.484848,4.551557,0.030271,0.863814,0.694162,0.076453,0.045879,0.099492,0.681771,
207,learned,106078,1100,791,2,598,0.719091,10.736364,43.069091,15.589091,0.707273,0.630000,0.119091,0.057273,0.098182,0.064545,1.885262,4.755412,1.446602,4.533517,0.035058,0.827075,0.681070,0.057340,0.034409,0.074619,0.730755,
208,kept,106078,1100,791,2,598,0.719091,10.736364,43.069091,15.589091,0.707273,0.630000,0.119091,0.057273,0.098182,0.064545,1.885262,4.755412,1.446602,4.533517,0.035058,0.827075,0.681070,0.057340,0.034409,0.074619,0.730755,
209,kept,106078,1100,791,2,598,0.719091,10.736364,43.069091,15.589091,0.707273,0.630000,0.119091,0.057273,0.098182,0.064545,1.885262,4.755412,1.446602,4.533517,0.035058,0.827075,0.681070,0.057340,0.034409,0.074619,0.730755,
210,kept,106078,1100,791,2,598,0.719091,10.736364,43.069091,15.589091,0.707273,0.630000,0.119091,0.057273,0.098182,0.064545,1.885262,4.755412,1.446602,4.533517,0.035058,0.827075,0.681070,0.057340,0.034409,0.074619,0.730755,
211,kept,106078,1100,791,2,598,0.719091,10.736364,43.069091,15.589091,0.707273,0.630000,0.119091,0.057273,0.098182,0.064545,1.885262,4.755412,1.446602,4.533517,0.035058,0.827075,0.681070,0.057340,0.034409,0.074619,0.730755,
212,kept,106078,1100,791,2,598,0.719091,10.736364,43.069091,15.589091,0.707273,0.630000,0.119091,0.057273,0.098182,0.064545,1.885262,4.755412,1.446602,4.533517,0.035058,0.827075,0.681070,0.057340,0.034409,0.074619,0.730755,
213,kept,106078,1100,791,2,598,0.719091,10.736364,43.069091,15.589091,0.707273,0.630000,0.119091,0.057273,0.098182,0.064545,1.885262,4.755412,1.446602,4.533517,0.035058,0.827075,0.681070,0.057340,0.034409,0.074619,0.730755,
214,kept,106078,1100,791,2,598,0.719091,10.736364,43.069091,15.589091,0.707273,0.630000,0.119091,0.057273,0.098182,0.064545,1.885262,4.755412,1.446602,4.533517,0.035058,0.827075,0.681070,0.057340,0.034409,0.074619,0.730755,
215,kept,106078,1100,791,2,598,0.719091,10.736364,43.069091,15.589091,0.707273,0.630000,0.119091,0.057273,0.098182,0.064545,1.885262,4.755412,1.446602,4.533517,0.035058,0.827075,0.681070,0.057340,0.034409,0.074619,0.730755,
216,kept,106078,1100,791,2,598,0.719091,10.736364,43.069091,15.589091,0.707273,0.630000,0.119091,0.057273,0.098182,0.064545,1.885262,4.755412,1.446602,4.533517,0.035058,0.827075,0.681070,0.057340,0.034409,0.074619,0.730755,
217,learned,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
218,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
219,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
220,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
221,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
222,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
223,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
224,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
225,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
226,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
227,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
228,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
229,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
230,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
231,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
232,kept,110954,1100,822,3,545,0.747273,10.839091,43.369091,14.742727,0.699091,0.610909,0.296364,0.135455,0.081818,0.052727,1.753143,4.688757,1.317137,4.417527,0.026293,0.858702,0.576647,0.174788,0.026492,0.076600,0.798066,
