generation,status,fitness,games,wins,draws,port_wins,port_losses,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
181,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
182,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
183,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
184,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
185,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
186,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
187,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
188,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
189,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
190,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
191,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
192,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
193,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
194,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
195,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
196,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
197,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
198,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
199,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
200,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
201,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
202,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
203,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
204,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
205,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
206,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
207,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
208,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
209,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
210,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
211,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
212,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
213,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
214,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
215,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
216,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
217,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
218,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
219,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
220,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
221,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
222,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
223,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
224,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
225,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
226,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
227,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
228,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
229,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
230,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
231,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
232,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
233,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
234,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
235,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
236,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
237,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
238,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
239,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
240,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
241,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
242,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
243,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
244,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
245,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
246,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
247,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
248,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
249,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
250,kept,-30302,1600,806,3,211,434,0.503750,11.321875,136.625625,39.580625,0.207500,0.167500,0.088125,0.060625,0.057500,0.040625,0.974375,0.936875,48.670000,0.085000,0.086250,1.766034,4.241662,2.513694,1.723104,0.004941,0.286439,0.126495,0.281692,0.099078,0.828245,0.857434,0.051518,0.032431,0.560880,fishing_dock|shipyard|fishing_boat|fire_plans|guard_captain
