generation,status,fitness,games,wins,draws,port_wins,port_losses,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
187,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
188,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
189,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
190,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
191,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
192,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
193,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
194,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
195,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
196,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
197,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
198,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
199,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
200,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
201,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
202,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
203,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
204,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
205,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
206,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
207,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
208,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
209,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
210,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
211,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
212,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
213,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
214,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
215,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
216,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
217,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
218,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
219,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
220,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
221,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
222,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
223,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
224,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
225,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
226,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
227,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
228,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
229,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
230,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
231,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
232,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
233,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
234,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
235,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
236,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
237,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
238,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
239,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
240,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
241,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
242,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
243,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
244,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
245,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
246,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
247,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
248,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
249,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
250,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
251,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
252,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
253,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
254,kept,109560,1600,1007,2,874,397,0.629375,9.385000,37.846875,30.193750,0.107500,0.102500,0.004375,0.004375,0.003750,0.003125,0.079375,0.077500,1.480000,0.005625,0.005625,1.472992,4.024695,1.501295,1.622876,0.146850,0.762278,0.063902,0.001973,0.001059,0.018020,0.697734,0.001414,0.020202,0.561035,fishing_dock|fishing_boat|guard_captain|fort|shipyard|fire_plans
