generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
23,kept,23453,1300,590,7,77,0.453846,11.638462,23.080000,29.843077,0.326923,0.276923,0.196154,0.150769,0.453077,0.386923,0.456154,0.645385,1.737525,4.177883,2.418154,1.814756,0.145348,0.575278,0.403710,0.223256,0.466058,0.137283,0.718688,0.848093,guard_captain|fort|shipyard
24,kept,23453,1300,590,7,77,0.453846,11.638462,23.080000,29.843077,0.326923,0.276923,0.196154,0.150769,0.453077,0.386923,0.456154,0.645385,1.737525,4.177883,2.418154,1.814756,0.145348,0.575278,0.403710,0.223256,0.466058,0.137283,0.718688,0.848093,guard_captain|fort|shipyard
25,kept,23453,1300,590,7,77,0.453846,11.638462,23.080000,29.843077,0.326923,0.276923,0.196154,0.150769,0.453077,0.386923,0.456154,0.645385,1.737525,4.177883,2.418154,1.814756,0.145348,0.575278,0.403710,0.223256,0.466058,0.137283,0.718688,0.848093,guard_captain|fort|shipyard
26,kept,23453,1300,590,7,77,0.453846,11.638462,23.080000,29.843077,0.326923,0.276923,0.196154,0.150769,0.453077,0.386923,0.456154,0.645385,1.737525,4.177883,2.418154,1.814756,0.145348,0.575278,0.403710,0.223256,0.466058,0.137283,0.718688,0.848093,guard_captain|fort|shipyard
27,learned,33085,1300,632,6,84,0.486154,11.703846,23.126923,27.030769,0.380769,0.320000,0.136154,0.098462,0.480769,0.406154,0.331538,0.428462,1.548611,4.168097,2.376373,1.657704,0.094477,0.430974,0.491944,0.145116,0.564375,0.089234,0.665829,0.794590,guard_captain|fort
28,kept,33085,1300,632,6,84,0.486154,11.703846,23.126923,27.030769,0.380769,0.320000,0.136154,0.098462,0.480769,0.406154,0.331538,0.428462,1.548611,4.168097,2.376373,1.657704,0.094477,0.430974,0.491944,0.145116,0.564375,0.089234,0.665829,0.794590,guard_captain|fort
29,kept,33085,1300,632,6,84,0.486154,11.703846,23.126923,27.030769,0.380769,0.320000,0.136154,0.098462,0.480769,0.406154,0.331538,0.428462,1.548611,4.168097,2.376373,1.657704,0.094477,0.430974,0.491944,0.145116,0.564375,0.089234,0.665829,0.794590,guard_captain|fort
30,kept,33085,1300,632,6,84,0.486154,11.703846,23.126923,27.030769,0.380769,0.320000,0.136154,0.098462,0.480769,0.406154,0.331538,0.428462,1.548611,4.168097,2.376373,1.657704,0.094477,0.430974,0.491944,0.145116,0.564375,0.089234,0.665829,0.794590,guard_captain|fort
31,kept,33085,1300,632,6,84,0.486154,11.703846,23.126923,27.030769,0.380769,0.320000,0.136154,0.098462,0.480769,0.406154,0.331538,0.428462,1.548611,4.168097,2.376373,1.657704,0.094477,0.430974,0.491944,0.145116,0.564375,0.089234,0.665829,0.794590,guard_captain|fort
32,learned,40014,1300,664,10,96,0.510769,11.755385,23.095385,25.469231,0.401538,0.331538,0.145385,0.104615,0.491538,0.416154,0.243846,0.290769,1.361252,4.287643,2.218572,1.861802,0.061410,0.280133,0.518054,0.168123,0.593254,0.058002,0.551281,0.866483,guard_captain|fort
33,kept,40014,1300,664,10,96,0.510769,11.755385,23.095385,25.469231,0.401538,0.331538,0.145385,0.104615,0.491538,0.416154,0.243846,0.290769,1.361252,4.287643,2.218572,1.861802,0.061410,0.280133,0.518054,0.168123,0.593254,0.058002,0.551281,0.866483,guard_captain|fort
34,kept,40014,1300,664,10,96,0.510769,11.755385,23.095385,25.469231,0.401538,0.331538,0.145385,0.104615,0.491538,0.416154,0.243846,0.290769,1.361252,4.287643,2.218572,1.861802,0.061410,0.280133,0.518054,0.168123,0.593254,0.058002,0.551281,0.866483,guard_captain|fort
35,learned,43709,1300,681,4,95,0.523846,11.776923,22.581538,23.609231,0.390000,0.335385,0.227692,0.167692,0.305385,0.240769,0.206923,0.243846,1.371933,4.075790,2.306866,1.865988,0.039916,0.439376,0.613502,0.278428,0.405289,0.046765,0.358333,0.647424,guard_captain|fort|fire_plans
36,learned,57105,1300,750,9,109,0.576923,11.720000,22.575385,21.160000,0.376923,0.310769,0.215385,0.153846,0.274615,0.212308,0.120769,0.133846,1.127975,3.849081,2.222876,1.671897,0.025946,0.635594,0.530266,0.296759,0.346624,0.030397,0.304616,0.573263,guard_captain|fort|fire_plans
37,kept,57105,1300,750,9,109,0.576923,11.720000,22.575385,21.160000,0.376923,0.310769,0.215385,0.153846,0.274615,0.212308,0.120769,0.133846,1.127975,3.849081,2.222876,1.671897,0.025946,0.635594,0.530266,0.296759,0.346624,0.030397,0.304616,0.573263,guard_captain|fort|fire_plans
38,kept,57105,1300,750,9,109,0.576923,11.720000,22.575385,21.160000,0.376923,0.310769,0.215385,0.153846,0.274615,0.212308,0.120769,0.133846,1.127975,3.849081,2.222876,1.671897,0.025946,0.635594,0.530266,0.296759,0.346624,0.030397,0.304616,0.573263,guard_captain|fort|fire_plans
39,kept,57105,1300,750,9,109,0.576923,11.720000,22.575385,21.160000,0.376923,0.310769,0.215385,0.153846,0.274615,0.212308,0.120769,0.133846,1.127975,3.849081,2.222876,1.671897,0.025946,0.635594,0.530266,0.296759,0.346624,0.030397,0.304616,0.573263,guard_captain|fort|fire_plans
40,kept,57105,1300,750,9,109,0.576923,11.720000,22.575385,21.160000,0.376923,0.310769,0.215385,0.153846,0.274615,0.212308,0.120769,0.133846,1.127975,3.849081,2.222876,1.671897,0.025946,0.635594,0.530266,0.296759,0.346624,0.030397,0.304616,0.573263,guard_captain|fort|fire_plans
41,kept,57105,1300,750,9,109,0.576923,11.720000,22.575385,21.160000,0.376923,0.310769,0.215385,0.153846,0.274615,0.212308,0.120769,0.133846,1.127975,3.849081,2.222876,1.671897,0.025946,0.635594,0.530266,0.296759,0.346624,0.030397,0.304616,0.573263,guard_captain|fort|fire_plans
42,kept,57105,1300,750,9,109,0.576923,11.720000,22.575385,21.160000,0.376923,0.310769,0.215385,0.153846,0.274615,0.212308,0.120769,0.133846,1.127975,3.849081,2.222876,1.671897,0.025946,0.635594,0.530266,0.296759,0.346624,0.030397,0.304616,0.573263,guard_captain|fort|fire_plans
43,kept,57105,1300,750,9,109,0.576923,11.720000,22.575385,21.160000,0.376923,0.310769,0.215385,0.153846,0.274615,0.212308,0.120769,0.133846,1.127975,3.849081,2.222876,1.671897,0.025946,0.635594,0.530266,0.296759,0.346624,0.030397,0.304616,0.573263,guard_captain|fort|fire_plans
44,learned,67642,1300,786,5,162,0.604615,11.626154,24.174615,18.926923,0.329231,0.281538,0.160769,0.130000,0.241538,0.198462,0.306923,0.376154,1.149755,3.925045,2.179397,1.597170,0.016865,0.763136,0.344673,0.192893,0.225306,0.084420,0.302132,0.721111,guard_captain|fort|fire_plans
45,learned,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
46,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
47,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
48,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
49,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
50,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
51,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
52,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
53,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
54,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
55,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
56,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
57,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
58,kept,70587,1300,798,3,203,0.613846,11.563846,24.227692,18.372308,0.315385,0.273077,0.095385,0.074615,0.279231,0.240769,0.236154,0.282308,0.997974,4.085237,2.112932,1.476960,0.010962,0.565433,0.280364,0.125381,0.264983,0.059208,0.295717,0.535463,guard_captain|fort|fire_plans
59,learned,73667,1300,825,9,193,0.634615,11.532308,22.886923,17.777692,0.217692,0.190000,0.096154,0.083077,0.210000,0.179231,0.659231,1.077692,0.844376,4.290613,2.320668,1.450685,0.007125,0.709505,0.182237,0.120243,0.172239,0.259505,0.192216,0.662325,guard_captain|fort
60,kept,73667,1300,825,9,193,0.634615,11.532308,22.886923,17.777692,0.217692,0.190000,0.096154,0.083077,0.210000,0.179231,0.659231,1.077692,0.844376,4.290613,2.320668,1.450685,0.007125,0.709505,0.182237,0.120243,0.172239,0.259505,0.192216,0.662325,guard_captain|fort
61,kept,73667,1300,825,9,193,0.634615,11.532308,22.886923,17.777692,0.217692,0.190000,0.096154,0.083077,0.210000,0.179231,0.659231,1.077692,0.844376,4.290613,2.320668,1.450685,0.007125,0.709505,0.182237,0.120243,0.172239,0.259505,0.192216,0.662325,guard_captain|fort
62,kept,73667,1300,825,9,193,0.634615,11.532308,22.886923,17.777692,0.217692,0.190000,0.096154,0.083077,0.210000,0.179231,0.659231,1.077692,0.844376,4.290613,2.320668,1.450685,0.007125,0.709505,0.182237,0.120243,0.172239,0.259505,0.192216,0.662325,guard_captain|fort
63,learned,79618,1300,844,9,244,0.649231,11.442308,23.187692,16.135385,0.186154,0.171538,0.066154,0.056154,0.163077,0.145385,0.519231,0.748462,0.620304,4.531117,2.526128,1.646112,0.004631,0.563065,0.118454,0.078158,0.111955,0.168678,0.124940,0.780511,guard_captain|fort
64,learned,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
65,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
66,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
67,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
68,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
69,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
70,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
71,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
72,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
73,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
74,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
75,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
76,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
77,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
78,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
79,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
80,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
81,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
82,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
83,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
84,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
85,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
86,kept,86196,1300,880,5,276,0.676923,11.313846,23.275385,15.193846,0.114615,0.103077,0.040769,0.031538,0.114615,0.104615,0.589231,0.900769,0.583854,4.695226,2.476211,1.736655,0.043174,0.715993,0.076995,0.050803,0.072771,0.201167,0.356881,0.857332,guard_captain|fort
87,learned,90765,1300,898,8,264,0.690769,11.333077,23.609231,13.974615,0.186923,0.160000,0.071538,0.059231,0.081538,0.065385,0.440000,0.583077,0.470951,4.576598,2.327665,1.712415,0.028063,0.799269,0.135332,0.099254,0.053893,0.130758,0.345489,0.736812,guard_captain
88,kept,90765,1300,898,8,264,0.690769,11.333077,23.609231,13.974615,0.186923,0.160000,0.071538,0.059231,0.081538,0.065385,0.440000,0.583077,0.470951,4.576598,2.327665,1.712415,0.028063,0.799269,0.135332,0.099254,0.053893,0.130758,0.345489,0.736812,guard_captain
89,kept,90765,1300,898,8,264,0.690769,11.333077,23.609231,13.974615,0.186923,0.160000,0.071538,0.059231,0.081538,0.065385,0.440000,0.583077,0.470951,4.576598,2.327665,1.712415,0.028063,0.799269,0.135332,0.099254,0.053893,0.130758,0.345489,0.736812,guard_captain
