generation,status,fitness,games,wins,draws,port_wins,port_losses,stomp_penalty,matchup_floor_penalty,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
270,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
271,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
272,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
273,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
274,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
275,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
276,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
277,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
278,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
279,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
280,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
281,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
282,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
283,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
284,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
285,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
286,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
287,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
288,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
289,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
290,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
291,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
292,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
293,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
294,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
295,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
296,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
297,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
298,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
299,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
300,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
301,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
302,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
303,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
304,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
305,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
306,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
307,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
308,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
309,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
310,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
311,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
312,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
313,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
314,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
315,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
316,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
317,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
318,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
319,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
320,kept,59183,1600,994,1,733,344,17230,24500,0.120000,0.621250,9.846250,32.858750,24.488750,0.148125,0.134375,0.033125,0.030000,0.011875,0.010000,0.273750,0.271250,1.372500,0.166250,0.183750,0.758197,3.668074,2.891893,1.902631,0.042180,0.995640,0.115352,0.029931,0.007856,0.076351,0.463398,0.045055,0.034229,0.640904,fishing_boat|fishing_dock|shipyard|guard_captain|fort|trade_guild|fire_plans
