generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,build_priority
41,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
42,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
43,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
44,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
45,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
46,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
47,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
48,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
49,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
50,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
51,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
52,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
53,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
54,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
55,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
56,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
57,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
58,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
59,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
60,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
61,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
62,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
63,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
64,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
65,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
66,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
67,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
68,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
69,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
70,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
71,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
72,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
73,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
74,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
75,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
76,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
77,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
78,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
79,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
80,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
81,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
82,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
83,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
84,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
85,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
86,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
87,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
88,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
89,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
90,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
91,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
92,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
93,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
94,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
95,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
96,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
97,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
98,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
99,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
100,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
101,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
102,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
103,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
104,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
105,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
106,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
107,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
108,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
109,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
110,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
111,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
112,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
113,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
114,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
115,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
116,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
117,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
118,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
119,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
120,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
121,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
122,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
123,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
124,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
125,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
126,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
127,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
128,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
129,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
130,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
131,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
132,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
133,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
134,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
135,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
136,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
137,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
138,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
139,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
140,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
141,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
142,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
143,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
144,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
145,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
146,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
147,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
148,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
149,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
150,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
151,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
152,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
153,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
154,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
155,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
156,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
157,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
158,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
159,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
160,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
161,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
162,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
163,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
164,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
165,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
166,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
167,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
168,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
169,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
170,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
171,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
172,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
173,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
174,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
175,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
176,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
177,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
178,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
179,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
180,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
181,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
182,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
183,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
184,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
185,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
186,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
187,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
188,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
189,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
190,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
191,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
192,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
193,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
194,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
195,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
196,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
197,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
198,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
199,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
200,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
201,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
202,kept,80617,700,491,0,392,0.701429,10.131429,66.032857,17.465714,4.743728,0.676522,3.582708,1.999567,0.163501,0.885458,
