generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
23,kept,-54386,1300,308,4,81,0.236923,10.658462,18.577692,54.732308,0.254615,0.232308,0.284615,0.243077,0.130769,0.102308,0.910000,2.761538,2.056465,3.880366,2.114176,1.283839,0.843924,0.447665,0.661621,0.430563,0.141945,0.805065,0.983723,0.864699,guard_captain|fort|shipyard
24,kept,-54386,1300,308,4,81,0.236923,10.658462,18.577692,54.732308,0.254615,0.232308,0.284615,0.243077,0.130769,0.102308,0.910000,2.761538,2.056465,3.880366,2.114176,1.283839,0.843924,0.447665,0.661621,0.430563,0.141945,0.805065,0.983723,0.864699,guard_captain|fort|shipyard
25,kept,-54386,1300,308,4,81,0.236923,10.658462,18.577692,54.732308,0.254615,0.232308,0.284615,0.243077,0.130769,0.102308,0.910000,2.761538,2.056465,3.880366,2.114176,1.283839,0.843924,0.447665,0.661621,0.430563,0.141945,0.805065,0.983723,0.864699,guard_captain|fort|shipyard
26,kept,-54386,1300,308,4,81,0.236923,10.658462,18.577692,54.732308,0.254615,0.232308,0.284615,0.243077,0.130769,0.102308,0.910000,2.761538,2.056465,3.880366,2.114176,1.283839,0.843924,0.447665,0.661621,0.430563,0.141945,0.805065,0.983723,0.864699,guard_captain|fort|shipyard
27,learned,-52349,1300,312,3,73,0.240000,10.779231,17.920769,52.793077,0.250000,0.226154,0.296923,0.242308,0.126154,0.102308,0.923846,2.803077,2.055739,3.908400,2.139713,1.295219,0.792275,0.450821,0.604800,0.442492,0.124912,0.828457,0.955782,0.819467,guard_captain|fort
28,kept,-52349,1300,312,3,73,0.240000,10.779231,17.920769,52.793077,0.250000,0.226154,0.296923,0.242308,0.126154,0.102308,0.923846,2.803077,2.055739,3.908400,2.139713,1.295219,0.792275,0.450821,0.604800,0.442492,0.124912,0.828457,0.955782,0.819467,guard_captain|fort
29,kept,-52349,1300,312,3,73,0.240000,10.779231,17.920769,52.793077,0.250000,0.226154,0.296923,0.242308,0.126154,0.102308,0.923846,2.803077,2.055739,3.908400,2.139713,1.295219,0.792275,0.450821,0.604800,0.442492,0.124912,0.828457,0.955782,0.819467,guard_captain|fort
30,kept,-52349,1300,312,3,73,0.240000,10.779231,17.920769,52.793077,0.250000,0.226154,0.296923,0.242308,0.126154,0.102308,0.923846,2.803077,2.055739,3.908400,2.139713,1.295219,0.792275,0.450821,0.604800,0.442492,0.124912,0.828457,0.955782,0.819467,guard_captain|fort
31,kept,-52349,1300,312,3,73,0.240000,10.779231,17.920769,52.793077,0.250000,0.226154,0.296923,0.242308,0.126154,0.102308,0.923846,2.803077,2.055739,3.908400,2.139713,1.295219,0.792275,0.450821,0.604800,0.442492,0.124912,0.828457,0.955782,0.819467,guard_captain|fort
32,learned,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
33,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
34,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
35,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
36,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
37,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
38,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
39,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
40,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
41,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
42,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
43,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
44,kept,-47698,1300,335,0,76,0.257692,10.864615,18.812308,52.456923,0.250000,0.226923,0.270769,0.220000,0.146923,0.116923,0.918462,2.814615,2.103495,3.892111,2.198537,1.238938,0.775690,0.429380,0.548128,0.420199,0.133298,0.841991,0.914885,0.761776,guard_captain|fort
45,learned,-47268,1300,324,0,92,0.249231,10.725385,18.972308,51.286154,0.242308,0.221538,0.250769,0.206154,0.127692,0.105385,0.935385,2.880000,2.053934,3.914408,2.161844,1.259801,0.762218,0.458502,0.527318,0.382199,0.117302,0.845590,0.869836,0.713589,guard_captain|fort
46,kept,-47268,1300,324,0,92,0.249231,10.725385,18.972308,51.286154,0.242308,0.221538,0.250769,0.206154,0.127692,0.105385,0.935385,2.880000,2.053934,3.914408,2.161844,1.259801,0.762218,0.458502,0.527318,0.382199,0.117302,0.845590,0.869836,0.713589,guard_captain|fort
47,kept,-47268,1300,324,0,92,0.249231,10.725385,18.972308,51.286154,0.242308,0.221538,0.250769,0.206154,0.127692,0.105385,0.935385,2.880000,2.053934,3.914408,2.161844,1.259801,0.762218,0.458502,0.527318,0.382199,0.117302,0.845590,0.869836,0.713589,guard_captain|fort
48,learned,-42023,1300,345,2,102,0.265385,10.822308,19.003077,49.766923,0.270769,0.247692,0.250000,0.198462,0.116154,0.096923,0.927692,2.892308,2.016563,3.935308,2.217321,1.252641,0.720309,0.501110,0.546297,0.390541,0.103226,0.857097,0.842546,0.708842,guard_captain|shipyard|fort
49,learned,-37120,1300,366,1,97,0.281538,10.879231,18.976923,48.119231,0.280769,0.256923,0.246154,0.196923,0.103846,0.080769,0.925385,2.946154,1.999463,3.988723,2.274691,1.312451,0.685361,0.490845,0.562248,0.387834,0.090839,0.854723,0.861440,0.675475,guard_captain|shipyard|fort
50,kept,-37120,1300,366,1,97,0.281538,10.879231,18.976923,48.119231,0.280769,0.256923,0.246154,0.196923,0.103846,0.080769,0.925385,2.946154,1.999463,3.988723,2.274691,1.312451,0.685361,0.490845,0.562248,0.387834,0.090839,0.854723,0.861440,0.675475,guard_captain|shipyard|fort
51,kept,-37120,1300,366,1,97,0.281538,10.879231,18.976923,48.119231,0.280769,0.256923,0.246154,0.196923,0.103846,0.080769,0.925385,2.946154,1.999463,3.988723,2.274691,1.312451,0.685361,0.490845,0.562248,0.387834,0.090839,0.854723,0.861440,0.675475,guard_captain|shipyard|fort
52,kept,-37120,1300,366,1,97,0.281538,10.879231,18.976923,48.119231,0.280769,0.256923,0.246154,0.196923,0.103846,0.080769,0.925385,2.946154,1.999463,3.988723,2.274691,1.312451,0.685361,0.490845,0.562248,0.387834,0.090839,0.854723,0.861440,0.675475,guard_captain|shipyard|fort
53,kept,-37120,1300,366,1,97,0.281538,10.879231,18.976923,48.119231,0.280769,0.256923,0.246154,0.196923,0.103846,0.080769,0.925385,2.946154,1.999463,3.988723,2.274691,1.312451,0.685361,0.490845,0.562248,0.387834,0.090839,0.854723,0.861440,0.675475,guard_captain|shipyard|fort
54,kept,-37120,1300,366,1,97,0.281538,10.879231,18.976923,48.119231,0.280769,0.256923,0.246154,0.196923,0.103846,0.080769,0.925385,2.946154,1.999463,3.988723,2.274691,1.312451,0.685361,0.490845,0.562248,0.387834,0.090839,0.854723,0.861440,0.675475,guard_captain|shipyard|fort
55,kept,-37120,1300,366,1,97,0.281538,10.879231,18.976923,48.119231,0.280769,0.256923,0.246154,0.196923,0.103846,0.080769,0.925385,2.946154,1.999463,3.988723,2.274691,1.312451,0.685361,0.490845,0.562248,0.387834,0.090839,0.854723,0.861440,0.675475,guard_captain|shipyard|fort
56,learned,-34634,1300,364,2,84,0.280000,10.879231,19.714615,46.633077,0.280000,0.265385,0.230769,0.183077,0.113077,0.088462,0.930000,2.883846,1.981835,3.973724,2.265809,1.299426,0.665136,0.470596,0.565737,0.371333,0.096930,0.838715,0.804272,0.691719,guard_captain|shipyard|fort
57,kept,-34634,1300,364,2,84,0.280000,10.879231,19.714615,46.633077,0.280000,0.265385,0.230769,0.183077,0.113077,0.088462,0.930000,2.883846,1.981835,3.973724,2.265809,1.299426,0.665136,0.470596,0.565737,0.371333,0.096930,0.838715,0.804272,0.691719,guard_captain|shipyard|fort
58,kept,-34634,1300,364,2,84,0.280000,10.879231,19.714615,46.633077,0.280000,0.265385,0.230769,0.183077,0.113077,0.088462,0.930000,2.883846,1.981835,3.973724,2.265809,1.299426,0.665136,0.470596,0.565737,0.371333,0.096930,0.838715,0.804272,0.691719,guard_captain|shipyard|fort
59,kept,-34634,1300,364,2,84,0.280000,10.879231,19.714615,46.633077,0.280000,0.265385,0.230769,0.183077,0.113077,0.088462,0.930000,2.883846,1.981835,3.973724,2.265809,1.299426,0.665136,0.470596,0.565737,0.371333,0.096930,0.838715,0.804272,0.691719,guard_captain|shipyard|fort
60,kept,-34634,1300,364,2,84,0.280000,10.879231,19.714615,46.633077,0.280000,0.265385,0.230769,0.183077,0.113077,0.088462,0.930000,2.883846,1.981835,3.973724,2.265809,1.299426,0.665136,0.470596,0.565737,0.371333,0.096930,0.838715,0.804272,0.691719,guard_captain|shipyard|fort
61,kept,-34634,1300,364,2,84,0.280000,10.879231,19.714615,46.633077,0.280000,0.265385,0.230769,0.183077,0.113077,0.088462,0.930000,2.883846,1.981835,3.973724,2.265809,1.299426,0.665136,0.470596,0.565737,0.371333,0.096930,0.838715,0.804272,0.691719,guard_captain|shipyard|fort
62,kept,-34634,1300,364,2,84,0.280000,10.879231,19.714615,46.633077,0.280000,0.265385,0.230769,0.183077,0.113077,0.088462,0.930000,2.883846,1.981835,3.973724,2.265809,1.299426,0.665136,0.470596,0.565737,0.371333,0.096930,0.838715,0.804272,0.691719,guard_captain|shipyard|fort
63,kept,-34634,1300,364,2,84,0.280000,10.879231,19.714615,46.633077,0.280000,0.265385,0.230769,0.183077,0.113077,0.088462,0.930000,2.883846,1.981835,3.973724,2.265809,1.299426,0.665136,0.470596,0.565737,0.371333,0.096930,0.838715,0.804272,0.691719,guard_captain|shipyard|fort
64,kept,-34634,1300,364,2,84,0.280000,10.879231,19.714615,46.633077,0.280000,0.265385,0.230769,0.183077,0.113077,0.088462,0.930000,2.883846,1.981835,3.973724,2.265809,1.299426,0.665136,0.470596,0.565737,0.371333,0.096930,0.838715,0.804272,0.691719,guard_captain|shipyard|fort
65,kept,-34634,1300,364,2,84,0.280000,10.879231,19.714615,46.633077,0.280000,0.265385,0.230769,0.183077,0.113077,0.088462,0.930000,2.883846,1.981835,3.973724,2.265809,1.299426,0.665136,0.470596,0.565737,0.371333,0.096930,0.838715,0.804272,0.691719,guard_captain|shipyard|fort
66,learned,-30009,1300,384,1,87,0.295385,10.990000,19.437692,44.933077,0.276923,0.253077,0.238462,0.186154,0.110769,0.091538,0.933846,3.012308,1.991256,3.958862,2.299272,1.318939,0.613162,0.492394,0.513991,0.384879,0.085298,0.858069,0.771308,0.728713,guard_captain|shipyard|fort
67,kept,-30009,1300,384,1,87,0.295385,10.990000,19.437692,44.933077,0.276923,0.253077,0.238462,0.186154,0.110769,0.091538,0.933846,3.012308,1.991256,3.958862,2.299272,1.318939,0.613162,0.492394,0.513991,0.384879,0.085298,0.858069,0.771308,0.728713,guard_captain|shipyard|fort
68,kept,-30009,1300,384,1,87,0.295385,10.990000,19.437692,44.933077,0.276923,0.253077,0.238462,0.186154,0.110769,0.091538,0.933846,3.012308,1.991256,3.958862,2.299272,1.318939,0.613162,0.492394,0.513991,0.384879,0.085298,0.858069,0.771308,0.728713,guard_captain|shipyard|fort
69,kept,-30009,1300,384,1,87,0.295385,10.990000,19.437692,44.933077,0.276923,0.253077,0.238462,0.186154,0.110769,0.091538,0.933846,3.012308,1.991256,3.958862,2.299272,1.318939,0.613162,0.492394,0.513991,0.384879,0.085298,0.858069,0.771308,0.728713,guard_captain|shipyard|fort
70,learned,-29227,1300,393,2,87,0.302308,10.956923,18.843846,44.760769,0.293846,0.263077,0.226154,0.170769,0.111538,0.092308,0.907692,2.839231,1.942376,3.942252,2.300984,1.294562,0.583319,0.517617,0.523344,0.373415,0.102642,0.810670,0.798751,0.761267,guard_captain|shipyard|fort
71,kept,-29227,1300,393,2,87,0.302308,10.956923,18.843846,44.760769,0.293846,0.263077,0.226154,0.170769,0.111538,0.092308,0.907692,2.839231,1.942376,3.942252,2.300984,1.294562,0.583319,0.517617,0.523344,0.373415,0.102642,0.810670,0.798751,0.761267,guard_captain|shipyard|fort
72,kept,-29227,1300,393,2,87,0.302308,10.956923,18.843846,44.760769,0.293846,0.263077,0.226154,0.170769,0.111538,0.092308,0.907692,2.839231,1.942376,3.942252,2.300984,1.294562,0.583319,0.517617,0.523344,0.373415,0.102642,0.810670,0.798751,0.761267,guard_captain|shipyard|fort
73,learned,-27522,1300,401,0,87,0.308462,11.026154,19.175385,44.534615,0.293846,0.264615,0.214615,0.160769,0.160769,0.138462,0.904615,2.826154,1.998302,4.000224,2.307176,1.287769,0.528904,0.556148,0.523559,0.375219,0.138070,0.781517,0.807743,0.758000,guard_captain|shipyard|fort
74,kept,-27522,1300,401,0,87,0.308462,11.026154,19.175385,44.534615,0.293846,0.264615,0.214615,0.160769,0.160769,0.138462,0.904615,2.826154,1.998302,4.000224,2.307176,1.287769,0.528904,0.556148,0.523559,0.375219,0.138070,0.781517,0.807743,0.758000,guard_captain|shipyard|fort
75,learned,-15718,1300,445,2,88,0.342308,11.141538,20.138462,41.275385,0.307692,0.266154,0.253077,0.188462,0.133846,0.104615,0.902308,2.905385,2.001287,3.991337,2.356974,1.268972,0.490870,0.570515,0.492712,0.418624,0.121501,0.807290,0.782716,0.787040,guard_captain|shipyard|fort
76,kept,-15718,1300,445,2,88,0.342308,11.141538,20.138462,41.275385,0.307692,0.266154,0.253077,0.188462,0.133846,0.104615,0.902308,2.905385,2.001287,3.991337,2.356974,1.268972,0.490870,0.570515,0.492712,0.418624,0.121501,0.807290,0.782716,0.787040,guard_captain|shipyard|fort
77,kept,-15718,1300,445,2,88,0.342308,11.141538,20.138462,41.275385,0.307692,0.266154,0.253077,0.188462,0.133846,0.104615,0.902308,2.905385,2.001287,3.991337,2.356974,1.268972,0.490870,0.570515,0.492712,0.418624,0.121501,0.807290,0.782716,0.787040,guard_captain|shipyard|fort
78,learned,-15209,1300,440,4,81,0.338462,11.143077,20.234615,40.468462,0.283077,0.256154,0.264615,0.203077,0.183846,0.143077,0.903077,2.892308,1.961194,4.044322,2.388509,1.306342,0.475625,0.566527,0.453725,0.444057,0.117214,0.799053,0.778538,0.812319,guard_captain|trade_guild|shipyard|fort
79,kept,-15209,1300,440,4,81,0.338462,11.143077,20.234615,40.468462,0.283077,0.256154,0.264615,0.203077,0.183846,0.143077,0.903077,2.892308,1.961194,4.044322,2.388509,1.306342,0.475625,0.566527,0.453725,0.444057,0.117214,0.799053,0.778538,0.812319,guard_captain|trade_guild|shipyard|fort
80,kept,-15209,1300,440,4,81,0.338462,11.143077,20.234615,40.468462,0.283077,0.256154,0.264615,0.203077,0.183846,0.143077,0.903077,2.892308,1.961194,4.044322,2.388509,1.306342,0.475625,0.566527,0.453725,0.444057,0.117214,0.799053,0.778538,0.812319,guard_captain|trade_guild|shipyard|fort
81,kept,-15209,1300,440,4,81,0.338462,11.143077,20.234615,40.468462,0.283077,0.256154,0.264615,0.203077,0.183846,0.143077,0.903077,2.892308,1.961194,4.044322,2.388509,1.306342,0.475625,0.566527,0.453725,0.444057,0.117214,0.799053,0.778538,0.812319,guard_captain|trade_guild|shipyard|fort
82,kept,-15209,1300,440,4,81,0.338462,11.143077,20.234615,40.468462,0.283077,0.256154,0.264615,0.203077,0.183846,0.143077,0.903077,2.892308,1.961194,4.044322,2.388509,1.306342,0.475625,0.566527,0.453725,0.444057,0.117214,0.799053,0.778538,0.812319,guard_captain|trade_guild|shipyard|fort
83,kept,-15209,1300,440,4,81,0.338462,11.143077,20.234615,40.468462,0.283077,0.256154,0.264615,0.203077,0.183846,0.143077,0.903077,2.892308,1.961194,4.044322,2.388509,1.306342,0.475625,0.566527,0.453725,0.444057,0.117214,0.799053,0.778538,0.812319,guard_captain|trade_guild|shipyard|fort
84,kept,-15209,1300,440,4,81,0.338462,11.143077,20.234615,40.468462,0.283077,0.256154,0.264615,0.203077,0.183846,0.143077,0.903077,2.892308,1.961194,4.044322,2.388509,1.306342,0.475625,0.566527,0.453725,0.444057,0.117214,0.799053,0.778538,0.812319,guard_captain|trade_guild|shipyard|fort
85,learned,-12750,1300,453,5,77,0.348462,11.293077,19.932308,39.682308,0.320000,0.286923,0.253846,0.183077,0.170000,0.141538,0.864615,2.568462,1.906725,3.993465,2.427445,1.327659,0.445948,0.589883,0.439419,0.467920,0.103148,0.772918,0.754890,0.790659,shipyard|trade_guild|guard_captain|fort
86,kept,-12750,1300,453,5,77,0.348462,11.293077,19.932308,39.682308,0.320000,0.286923,0.253846,0.183077,0.170000,0.141538,0.864615,2.568462,1.906725,3.993465,2.427445,1.327659,0.445948,0.589883,0.439419,0.467920,0.103148,0.772918,0.754890,0.790659,shipyard|trade_guild|guard_captain|fort
87,kept,-12750,1300,453,5,77,0.348462,11.293077,19.932308,39.682308,0.320000,0.286923,0.253846,0.183077,0.170000,0.141538,0.864615,2.568462,1.906725,3.993465,2.427445,1.327659,0.445948,0.589883,0.439419,0.467920,0.103148,0.772918,0.754890,0.790659,shipyard|trade_guild|guard_captain|fort
88,kept,-12750,1300,453,5,77,0.348462,11.293077,19.932308,39.682308,0.320000,0.286923,0.253846,0.183077,0.170000,0.141538,0.864615,2.568462,1.906725,3.993465,2.427445,1.327659,0.445948,0.589883,0.439419,0.467920,0.103148,0.772918,0.754890,0.790659,shipyard|trade_guild|guard_captain|fort
