generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
19,kept,-37486,1100,283,2,157,0.257273,10.330000,19.299091,51.663636,0.304545,0.240000,0.210909,0.110000,0.187273,0.109091,0.880000,2.930909,2.003064,4.046868,1.974285,1.392565,0.530953,0.173287,0.516248,0.115228,0.074728,0.844294,0.752637,0.837017,fort|shipyard
20,learned,-29123,1100,316,2,166,0.287273,10.607273,20.639091,49.723636,0.317273,0.266364,0.211818,0.105455,0.154545,0.084545,0.871818,2.967273,1.963526,4.111391,2.051163,1.502823,0.450363,0.165187,0.483068,0.099156,0.056046,0.788453,0.814478,0.877763,fort|shipyard
21,kept,-29123,1100,316,2,166,0.287273,10.607273,20.639091,49.723636,0.317273,0.266364,0.211818,0.105455,0.154545,0.084545,0.871818,2.967273,1.963526,4.111391,2.051163,1.502823,0.450363,0.165187,0.483068,0.099156,0.056046,0.788453,0.814478,0.877763,fort|shipyard
22,kept,-29123,1100,316,2,166,0.287273,10.607273,20.639091,49.723636,0.317273,0.266364,0.211818,0.105455,0.154545,0.084545,0.871818,2.967273,1.963526,4.111391,2.051163,1.502823,0.450363,0.165187,0.483068,0.099156,0.056046,0.788453,0.814478,0.877763,fort|shipyard
23,learned,-28616,1100,304,0,184,0.276364,10.441818,21.305455,48.520000,0.335455,0.273636,0.142727,0.076364,0.100909,0.054545,0.867273,2.872727,2.053705,4.187113,2.157958,1.550425,0.472007,0.167763,0.548601,0.074367,0.042035,0.812063,0.848294,0.908322,fort|shipyard
24,learned,-17025,1100,342,0,218,0.310909,10.818182,22.396364,44.373636,0.370000,0.309091,0.099091,0.053636,0.084545,0.048182,0.862727,2.752727,1.972564,4.335809,2.192691,1.408893,0.375067,0.125822,0.629187,0.055776,0.031526,0.691263,0.886221,0.858266,shipyard|fort
25,kept,-17025,1100,342,0,218,0.310909,10.818182,22.396364,44.373636,0.370000,0.309091,0.099091,0.053636,0.084545,0.048182,0.862727,2.752727,1.972564,4.335809,2.192691,1.408893,0.375067,0.125822,0.629187,0.055776,0.031526,0.691263,0.886221,0.858266,shipyard|fort
26,kept,-17025,1100,342,0,218,0.310909,10.818182,22.396364,44.373636,0.370000,0.309091,0.099091,0.053636,0.084545,0.048182,0.862727,2.752727,1.972564,4.335809,2.192691,1.408893,0.375067,0.125822,0.629187,0.055776,0.031526,0.691263,0.886221,0.858266,shipyard|fort
27,kept,-17025,1100,342,0,218,0.310909,10.818182,22.396364,44.373636,0.370000,0.309091,0.099091,0.053636,0.084545,0.048182,0.862727,2.752727,1.972564,4.335809,2.192691,1.408893,0.375067,0.125822,0.629187,0.055776,0.031526,0.691263,0.886221,0.858266,shipyard|fort
28,learned,-14659,1100,355,3,203,0.322727,10.940000,22.010000,43.477273,0.368182,0.300909,0.084545,0.050909,0.085455,0.044545,0.902727,3.081818,2.047996,4.209211,2.057320,1.279937,0.319714,0.109537,0.513578,0.041832,0.023645,0.768447,0.914666,0.893699,shipyard|fort
29,kept,-14659,1100,355,3,203,0.322727,10.940000,22.010000,43.477273,0.368182,0.300909,0.084545,0.050909,0.085455,0.044545,0.902727,3.081818,2.047996,4.209211,2.057320,1.279937,0.319714,0.109537,0.513578,0.041832,0.023645,0.768447,0.914666,0.893699,shipyard|fort
30,kept,-14659,1100,355,3,203,0.322727,10.940000,22.010000,43.477273,0.368182,0.300909,0.084545,0.050909,0.085455,0.044545,0.902727,3.081818,2.047996,4.209211,2.057320,1.279937,0.319714,0.109537,0.513578,0.041832,0.023645,0.768447,0.914666,0.893699,shipyard|fort
31,kept,-14659,1100,355,3,203,0.322727,10.940000,22.010000,43.477273,0.368182,0.300909,0.084545,0.050909,0.085455,0.044545,0.902727,3.081818,2.047996,4.209211,2.057320,1.279937,0.319714,0.109537,0.513578,0.041832,0.023645,0.768447,0.914666,0.893699,shipyard|fort
32,kept,-14659,1100,355,3,203,0.322727,10.940000,22.010000,43.477273,0.368182,0.300909,0.084545,0.050909,0.085455,0.044545,0.902727,3.081818,2.047996,4.209211,2.057320,1.279937,0.319714,0.109537,0.513578,0.041832,0.023645,0.768447,0.914666,0.893699,shipyard|fort
33,kept,-14659,1100,355,3,203,0.322727,10.940000,22.010000,43.477273,0.368182,0.300909,0.084545,0.050909,0.085455,0.044545,0.902727,3.081818,2.047996,4.209211,2.057320,1.279937,0.319714,0.109537,0.513578,0.041832,0.023645,0.768447,0.914666,0.893699,shipyard|fort
34,kept,-14659,1100,355,3,203,0.322727,10.940000,22.010000,43.477273,0.368182,0.300909,0.084545,0.050909,0.085455,0.044545,0.902727,3.081818,2.047996,4.209211,2.057320,1.279937,0.319714,0.109537,0.513578,0.041832,0.023645,0.768447,0.914666,0.893699,shipyard|fort
35,learned,-7326,1100,381,4,220,0.346364,11.020909,22.711818,41.117273,0.367273,0.303636,0.061818,0.030909,0.058182,0.036364,0.920909,3.223636,1.986821,4.244115,2.034728,1.254607,0.251592,0.082153,0.385183,0.031374,0.017733,0.733723,0.859878,0.877851,shipyard|fort
36,learned,-4887,1100,392,1,203,0.356364,11.157273,22.150000,39.315455,0.332727,0.263636,0.069091,0.040909,0.046364,0.024545,0.944545,3.405455,2.047473,4.356306,2.076105,1.332897,0.188694,0.061615,0.291071,0.029314,0.013300,0.783620,0.888096,0.877374,fort
37,kept,-4887,1100,392,1,203,0.356364,11.157273,22.150000,39.315455,0.332727,0.263636,0.069091,0.040909,0.046364,0.024545,0.944545,3.405455,2.047473,4.356306,2.076105,1.332897,0.188694,0.061615,0.291071,0.029314,0.013300,0.783620,0.888096,0.877374,fort
38,kept,-4887,1100,392,1,203,0.356364,11.157273,22.150000,39.315455,0.332727,0.263636,0.069091,0.040909,0.046364,0.024545,0.944545,3.405455,2.047473,4.356306,2.076105,1.332897,0.188694,0.061615,0.291071,0.029314,0.013300,0.783620,0.888096,0.877374,fort
39,kept,-4887,1100,392,1,203,0.356364,11.157273,22.150000,39.315455,0.332727,0.263636,0.069091,0.040909,0.046364,0.024545,0.944545,3.405455,2.047473,4.356306,2.076105,1.332897,0.188694,0.061615,0.291071,0.029314,0.013300,0.783620,0.888096,0.877374,fort
40,learned,7908,1100,438,2,205,0.398182,11.360000,24.899091,36.378182,0.422727,0.330000,0.168182,0.095455,0.071818,0.047273,0.921818,3.340909,2.075472,4.217540,2.090510,1.368396,0.141520,0.136056,0.386587,0.078911,0.017840,0.803930,0.799745,0.908030,fort
41,kept,7908,1100,438,2,205,0.398182,11.360000,24.899091,36.378182,0.422727,0.330000,0.168182,0.095455,0.071818,0.047273,0.921818,3.340909,2.075472,4.217540,2.090510,1.368396,0.141520,0.136056,0.386587,0.078911,0.017840,0.803930,0.799745,0.908030,fort
42,kept,7908,1100,438,2,205,0.398182,11.360000,24.899091,36.378182,0.422727,0.330000,0.168182,0.095455,0.071818,0.047273,0.921818,3.340909,2.075472,4.217540,2.090510,1.368396,0.141520,0.136056,0.386587,0.078911,0.017840,0.803930,0.799745,0.908030,fort
43,kept,7908,1100,438,2,205,0.398182,11.360000,24.899091,36.378182,0.422727,0.330000,0.168182,0.095455,0.071818,0.047273,0.921818,3.340909,2.075472,4.217540,2.090510,1.368396,0.141520,0.136056,0.386587,0.078911,0.017840,0.803930,0.799745,0.908030,fort
44,kept,7908,1100,438,2,205,0.398182,11.360000,24.899091,36.378182,0.422727,0.330000,0.168182,0.095455,0.071818,0.047273,0.921818,3.340909,2.075472,4.217540,2.090510,1.368396,0.141520,0.136056,0.386587,0.078911,0.017840,0.803930,0.799745,0.908030,fort
45,kept,7908,1100,438,2,205,0.398182,11.360000,24.899091,36.378182,0.422727,0.330000,0.168182,0.095455,0.071818,0.047273,0.921818,3.340909,2.075472,4.217540,2.090510,1.368396,0.141520,0.136056,0.386587,0.078911,0.017840,0.803930,0.799745,0.908030,fort
46,learned,13627,1100,466,3,186,0.423636,11.452727,24.271818,33.920000,0.407273,0.335455,0.135455,0.059091,0.249091,0.146364,0.908182,3.122727,1.970609,4.318866,1.963471,1.365217,0.106140,0.275489,0.381484,0.059183,0.083018,0.708166,0.680970,0.881791,fort
47,learned,17196,1100,470,6,169,0.427273,11.543636,25.805455,32.677273,0.377273,0.297273,0.331818,0.187273,0.463636,0.280000,0.924545,3.158182,1.878522,4.411185,1.846206,1.400042,0.079605,0.384083,0.286113,0.171141,0.198032,0.703958,0.551152,0.801078,fort
48,kept,17196,1100,470,6,169,0.427273,11.543636,25.805455,32.677273,0.377273,0.297273,0.331818,0.187273,0.463636,0.280000,0.924545,3.158182,1.878522,4.411185,1.846206,1.400042,0.079605,0.384083,0.286113,0.171141,0.198032,0.703958,0.551152,0.801078,fort
49,kept,17196,1100,470,6,169,0.427273,11.543636,25.805455,32.677273,0.377273,0.297273,0.331818,0.187273,0.463636,0.280000,0.924545,3.158182,1.878522,4.411185,1.846206,1.400042,0.079605,0.384083,0.286113,0.171141,0.198032,0.703958,0.551152,0.801078,fort
50,kept,17196,1100,470,6,169,0.427273,11.543636,25.805455,32.677273,0.377273,0.297273,0.331818,0.187273,0.463636,0.280000,0.924545,3.158182,1.878522,4.411185,1.846206,1.400042,0.079605,0.384083,0.286113,0.171141,0.198032,0.703958,0.551152,0.801078,fort
51,kept,17196,1100,470,6,169,0.427273,11.543636,25.805455,32.677273,0.377273,0.297273,0.331818,0.187273,0.463636,0.280000,0.924545,3.158182,1.878522,4.411185,1.846206,1.400042,0.079605,0.384083,0.286113,0.171141,0.198032,0.703958,0.551152,0.801078,fort
52,learned,22406,1100,499,2,191,0.453636,11.557273,25.227273,31.099091,0.400909,0.320000,0.249091,0.141818,0.413636,0.264545,0.899091,2.832727,1.902442,4.375400,1.720523,1.537940,0.059704,0.451181,0.305833,0.128356,0.179163,0.583600,0.663364,0.830037,fort
53,learned,38591,1100,562,2,235,0.510909,11.459091,28.121818,27.898182,0.378182,0.300000,0.216364,0.129091,0.377273,0.246364,0.902727,2.738182,1.755794,4.417069,1.757398,1.391873,0.044778,0.499936,0.229375,0.096267,0.134372,0.530826,0.599710,0.716888,fort
54,learned,41037,1100,566,2,242,0.514545,11.527273,28.779091,26.936364,0.456364,0.366364,0.164545,0.093636,0.417273,0.290909,0.896364,2.693636,1.832497,4.472448,1.667549,1.487708,0.033583,0.379575,0.358554,0.072200,0.153512,0.514058,0.592375,0.787666,fort
55,kept,41037,1100,566,2,242,0.514545,11.527273,28.779091,26.936364,0.456364,0.366364,0.164545,0.093636,0.417273,0.290909,0.896364,2.693636,1.832497,4.472448,1.667549,1.487708,0.033583,0.379575,0.358554,0.072200,0.153512,0.514058,0.592375,0.787666,fort
56,kept,41037,1100,566,2,242,0.514545,11.527273,28.779091,26.936364,0.456364,0.366364,0.164545,0.093636,0.417273,0.290909,0.896364,2.693636,1.832497,4.472448,1.667549,1.487708,0.033583,0.379575,0.358554,0.072200,0.153512,0.514058,0.592375,0.787666,fort
57,kept,41037,1100,566,2,242,0.514545,11.527273,28.779091,26.936364,0.456364,0.366364,0.164545,0.093636,0.417273,0.290909,0.896364,2.693636,1.832497,4.472448,1.667549,1.487708,0.033583,0.379575,0.358554,0.072200,0.153512,0.514058,0.592375,0.787666,fort
58,kept,41037,1100,566,2,242,0.514545,11.527273,28.779091,26.936364,0.456364,0.366364,0.164545,0.093636,0.417273,0.290909,0.896364,2.693636,1.832497,4.472448,1.667549,1.487708,0.033583,0.379575,0.358554,0.072200,0.153512,0.514058,0.592375,0.787666,fort
59,kept,41037,1100,566,2,242,0.514545,11.527273,28.779091,26.936364,0.456364,0.366364,0.164545,0.093636,0.417273,0.290909,0.896364,2.693636,1.832497,4.472448,1.667549,1.487708,0.033583,0.379575,0.358554,0.072200,0.153512,0.514058,0.592375,0.787666,fort
60,kept,41037,1100,566,2,242,0.514545,11.527273,28.779091,26.936364,0.456364,0.366364,0.164545,0.093636,0.417273,0.290909,0.896364,2.693636,1.832497,4.472448,1.667549,1.487708,0.033583,0.379575,0.358554,0.072200,0.153512,0.514058,0.592375,0.787666,fort
61,kept,41037,1100,566,2,242,0.514545,11.527273,28.779091,26.936364,0.456364,0.366364,0.164545,0.093636,0.417273,0.290909,0.896364,2.693636,1.832497,4.472448,1.667549,1.487708,0.033583,0.379575,0.358554,0.072200,0.153512,0.514058,0.592375,0.787666,fort
62,kept,41037,1100,566,2,242,0.514545,11.527273,28.779091,26.936364,0.456364,0.366364,0.164545,0.093636,0.417273,0.290909,0.896364,2.693636,1.832497,4.472448,1.667549,1.487708,0.033583,0.379575,0.358554,0.072200,0.153512,0.514058,0.592375,0.787666,fort
63,learned,41807,1100,576,2,186,0.523636,11.610909,28.949091,26.915455,0.474545,0.380000,0.311818,0.180909,0.470000,0.289091,0.878182,2.389091,1.862526,4.604336,1.701671,1.549119,0.025188,0.284681,0.340146,0.142331,0.176495,0.425985,0.452625,0.684276,fort
64,learned,42008,1100,561,4,214,0.510000,11.659091,28.974545,25.358182,0.490000,0.405455,0.461818,0.272727,0.338182,0.185455,0.848182,2.138182,1.778257,4.637959,1.600693,1.683100,0.018891,0.350711,0.420619,0.279081,0.132372,0.403567,0.401517,0.723520,fort
65,kept,42008,1100,561,4,214,0.510000,11.659091,28.974545,25.358182,0.490000,0.405455,0.461818,0.272727,0.338182,0.185455,0.848182,2.138182,1.778257,4.637959,1.600693,1.683100,0.018891,0.350711,0.420619,0.279081,0.132372,0.403567,0.401517,0.723520,fort
66,kept,42008,1100,561,4,214,0.510000,11.659091,28.974545,25.358182,0.490000,0.405455,0.461818,0.272727,0.338182,0.185455,0.848182,2.138182,1.778257,4.637959,1.600693,1.683100,0.018891,0.350711,0.420619,0.279081,0.132372,0.403567,0.401517,0.723520,fort
67,learned,51476,1100,609,3,232,0.553636,11.622727,29.645455,23.712727,0.576364,0.450909,0.417273,0.242727,0.255455,0.163636,0.830909,2.004545,1.706714,4.707822,1.639826,1.790716,0.014168,0.285257,0.565464,0.250691,0.104934,0.389779,0.302367,0.792640,fort
68,kept,51476,1100,609,3,232,0.553636,11.622727,29.645455,23.712727,0.576364,0.450909,0.417273,0.242727,0.255455,0.163636,0.830909,2.004545,1.706714,4.707822,1.639826,1.790716,0.014168,0.285257,0.565464,0.250691,0.104934,0.389779,0.302367,0.792640,fort
69,kept,51476,1100,609,3,232,0.553636,11.622727,29.645455,23.712727,0.576364,0.450909,0.417273,0.242727,0.255455,0.163636,0.830909,2.004545,1.706714,4.707822,1.639826,1.790716,0.014168,0.285257,0.565464,0.250691,0.104934,0.389779,0.302367,0.792640,fort
70,learned,55170,1100,624,2,250,0.567273,11.530000,30.822727,23.622727,0.550000,0.450000,0.498182,0.309091,0.231818,0.128182,0.855455,2.182727,1.707886,4.780866,1.686058,1.729149,0.010626,0.379025,0.431015,0.266754,0.078701,0.404194,0.226775,0.789628,fort
71,kept,55170,1100,624,2,250,0.567273,11.530000,30.822727,23.622727,0.550000,0.450000,0.498182,0.309091,0.231818,0.128182,0.855455,2.182727,1.707886,4.780866,1.686058,1.729149,0.010626,0.379025,0.431015,0.266754,0.078701,0.404194,0.226775,0.789628,fort
72,kept,55170,1100,624,2,250,0.567273,11.530000,30.822727,23.622727,0.550000,0.450000,0.498182,0.309091,0.231818,0.128182,0.855455,2.182727,1.707886,4.780866,1.686058,1.729149,0.010626,0.379025,0.431015,0.266754,0.078701,0.404194,0.226775,0.789628,fort
73,learned,60311,1100,637,5,291,0.579091,11.468182,31.887273,22.418182,0.540909,0.445455,0.382727,0.248182,0.170000,0.101818,0.895455,2.424545,1.755417,4.825304,1.757666,1.592166,0.007970,0.528592,0.370900,0.200066,0.059026,0.457282,0.366464,0.696869,fort
74,kept,60311,1100,637,5,291,0.579091,11.468182,31.887273,22.418182,0.540909,0.445455,0.382727,0.248182,0.170000,0.101818,0.895455,2.424545,1.755417,4.825304,1.757666,1.592166,0.007970,0.528592,0.370900,0.200066,0.059026,0.457282,0.366464,0.696869,fort
75,kept,60311,1100,637,5,291,0.579091,11.468182,31.887273,22.418182,0.540909,0.445455,0.382727,0.248182,0.170000,0.101818,0.895455,2.424545,1.755417,4.825304,1.757666,1.592166,0.007970,0.528592,0.370900,0.200066,0.059026,0.457282,0.366464,0.696869,fort
76,learned,67308,1100,666,4,339,0.605455,11.363636,32.747273,21.199091,0.570000,0.488182,0.300000,0.168182,0.150000,0.088182,0.822727,1.901818,1.851642,4.710111,1.757704,1.699606,0.005977,0.588276,0.463973,0.150049,0.050135,0.346160,0.352235,0.673157,fort
77,kept,67308,1100,666,4,339,0.605455,11.363636,32.747273,21.199091,0.570000,0.488182,0.300000,0.168182,0.150000,0.088182,0.822727,1.901818,1.851642,4.710111,1.757704,1.699606,0.005977,0.588276,0.463973,0.150049,0.050135,0.346160,0.352235,0.673157,fort
78,kept,67308,1100,666,4,339,0.605455,11.363636,32.747273,21.199091,0.570000,0.488182,0.300000,0.168182,0.150000,0.088182,0.822727,1.901818,1.851642,4.710111,1.757704,1.699606,0.005977,0.588276,0.463973,0.150049,0.050135,0.346160,0.352235,0.673157,fort
79,kept,67308,1100,666,4,339,0.605455,11.363636,32.747273,21.199091,0.570000,0.488182,0.300000,0.168182,0.150000,0.088182,0.822727,1.901818,1.851642,4.710111,1.757704,1.699606,0.005977,0.588276,0.463973,0.150049,0.050135,0.346160,0.352235,0.673157,fort
80,kept,67308,1100,666,4,339,0.605455,11.363636,32.747273,21.199091,0.570000,0.488182,0.300000,0.168182,0.150000,0.088182,0.822727,1.901818,1.851642,4.710111,1.757704,1.699606,0.005977,0.588276,0.463973,0.150049,0.050135,0.346160,0.352235,0.673157,fort
81,kept,67308,1100,666,4,339,0.605455,11.363636,32.747273,21.199091,0.570000,0.488182,0.300000,0.168182,0.150000,0.088182,0.822727,1.901818,1.851642,4.710111,1.757704,1.699606,0.005977,0.588276,0.463973,0.150049,0.050135,0.346160,0.352235,0.673157,fort
82,learned,69999,1100,667,2,360,0.606364,11.406364,35.297273,21.589091,0.579091,0.500000,0.224545,0.126364,0.332727,0.208182,0.738182,1.410909,1.760268,4.782583,1.817203,1.817904,0.022391,0.663226,0.520514,0.112537,0.115883,0.259620,0.327221,0.626130,fort
83,kept,69999,1100,667,2,360,0.606364,11.406364,35.297273,21.589091,0.579091,0.500000,0.224545,0.126364,0.332727,0.208182,0.738182,1.410909,1.760268,4.782583,1.817203,1.817904,0.022391,0.663226,0.520514,0.112537,0.115883,0.259620,0.327221,0.626130,fort
84,kept,69999,1100,667,2,360,0.606364,11.406364,35.297273,21.589091,0.579091,0.500000,0.224545,0.126364,0.332727,0.208182,0.738182,1.410909,1.760268,4.782583,1.817203,1.817904,0.022391,0.663226,0.520514,0.112537,0.115883,0.259620,0.327221,0.626130,fort
85,kept,69999,1100,667,2,360,0.606364,11.406364,35.297273,21.589091,0.579091,0.500000,0.224545,0.126364,0.332727,0.208182,0.738182,1.410909,1.760268,4.782583,1.817203,1.817904,0.022391,0.663226,0.520514,0.112537,0.115883,0.259620,0.327221,0.626130,fort
86,kept,69999,1100,667,2,360,0.606364,11.406364,35.297273,21.589091,0.579091,0.500000,0.224545,0.126364,0.332727,0.208182,0.738182,1.410909,1.760268,4.782583,1.817203,1.817904,0.022391,0.663226,0.520514,0.112537,0.115883,0.259620,0.327221,0.626130,fort
87,learned,70292,1100,669,2,366,0.608182,11.372727,33.636364,19.998182,0.584545,0.504545,0.206364,0.120000,0.230000,0.150000,0.761818,1.594545,1.646942,4.798604,1.762465,1.878443,0.016793,0.747419,0.509307,0.084403,0.086912,0.304627,0.459517,0.680455,fort
88,learned,71446,1100,673,4,374,0.611818,11.290000,33.847273,19.905455,0.591818,0.491818,0.276364,0.140909,0.178182,0.105455,0.680909,1.207273,1.497525,4.848953,1.626605,1.990975,0.012595,0.810565,0.572262,0.129622,0.065184,0.228470,0.449823,0.600448,fort
89,kept,71446,1100,673,4,374,0.611818,11.290000,33.847273,19.905455,0.591818,0.491818,0.276364,0.140909,0.178182,0.105455,0.680909,1.207273,1.497525,4.848953,1.626605,1.990975,0.012595,0.810565,0.572262,0.129622,0.065184,0.228470,0.449823,0.600448,fort
90,kept,71446,1100,673,4,374,0.611818,11.290000,33.847273,19.905455,0.591818,0.491818,0.276364,0.140909,0.178182,0.105455,0.680909,1.207273,1.497525,4.848953,1.626605,1.990975,0.012595,0.810565,0.572262,0.129622,0.065184,0.228470,0.449823,0.600448,fort
91,kept,71446,1100,673,4,374,0.611818,11.290000,33.847273,19.905455,0.591818,0.491818,0.276364,0.140909,0.178182,0.105455,0.680909,1.207273,1.497525,4.848953,1.626605,1.990975,0.012595,0.810565,0.572262,0.129622,0.065184,0.228470,0.449823,0.600448,fort
92,kept,71446,1100,673,4,374,0.611818,11.290000,33.847273,19.905455,0.591818,0.491818,0.276364,0.140909,0.178182,0.105455,0.680909,1.207273,1.497525,4.848953,1.626605,1.990975,0.012595,0.810565,0.572262,0.129622,0.065184,0.228470,0.449823,0.600448,fort
93,kept,71446,1100,673,4,374,0.611818,11.290000,33.847273,19.905455,0.591818,0.491818,0.276364,0.140909,0.178182,0.105455,0.680909,1.207273,1.497525,4.848953,1.626605,1.990975,0.012595,0.810565,0.572262,0.129622,0.065184,0.228470,0.449823,0.600448,fort
