generation,status,fitness,games,wins,draws,port_wins,port_losses,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
289,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
290,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
291,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
292,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
293,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
294,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
295,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
296,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
297,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
298,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
299,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
300,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
301,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
302,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
303,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
304,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
305,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
306,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
307,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
308,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
309,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
310,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
311,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
312,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
313,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
314,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
315,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
316,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
317,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
318,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
319,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
320,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
321,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
322,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
323,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
324,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
325,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
326,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
327,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
328,kept,126295,1500,969,6,723,265,0.646000,10.091333,29.166667,16.145333,0.178000,0.166667,0.038667,0.036667,0.000000,0.000000,0.024000,0.024000,0.032667,0.129333,0.139333,1.811074,4.801029,1.284158,3.011641,0.009537,0.621652,0.106695,0.030821,0.000274,0.003621,0.376479,0.030700,0.067377,0.659079,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
329,learned,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
330,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
331,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
332,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
333,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
334,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
335,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
336,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
337,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
338,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
339,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
340,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
341,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
342,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
343,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
344,kept,135782,1500,982,4,709,242,0.654667,10.173333,29.733333,15.350000,0.255333,0.234000,0.013333,0.012000,0.070667,0.064667,0.012000,0.012000,0.027333,0.088667,0.094667,1.594801,4.870669,1.308417,3.165520,0.006199,0.638283,0.154953,0.020034,0.036947,0.002353,0.573211,0.019955,0.043795,0.528923,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
345,learned,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
346,kept,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
347,kept,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
348,kept,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
349,kept,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
350,kept,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
351,kept,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
352,kept,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
353,kept,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
354,kept,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
355,kept,140452,1500,987,7,732,241,0.658000,10.169333,29.874000,15.829333,0.183333,0.167333,0.016667,0.016000,0.057333,0.052667,0.011333,0.011333,0.024000,0.062667,0.064000,1.563262,4.915935,1.192783,2.953600,0.004029,0.480725,0.100719,0.013022,0.024016,0.001530,0.386844,0.012971,0.028467,0.693800,trade_guild|fishing_dock|fort|guard_captain|shipyard|fire_plans|fishing_boat
