generation,status,fitness,games,wins,draws,port_wins,port_losses,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
38,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
39,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
40,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
41,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
42,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
43,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
44,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
45,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
46,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
47,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
48,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
49,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
50,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
51,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
52,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
53,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
54,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
55,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
56,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
57,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
58,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
59,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
60,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
61,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
62,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
63,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
64,kept,-193655,1500,507,13,125,561,0.338000,11.125333,28.424000,36.440667,0.275333,0.225333,0.096000,0.064667,0.456000,0.420000,0.956000,0.922000,2.151333,0.230000,0.278000,2.526253,3.966109,1.870222,2.068012,0.008729,0.636663,0.448102,0.308317,0.573133,0.783075,0.881031,0.088152,0.114218,0.761426,fishing_dock|trade_guild|guard_captain|shipyard|fire_plans|fishing_boat|fort
