generation,status,fitness,games,wins,draws,port_wins,port_losses,dominance_cap_penalty,matchup_floor_penalty,matchup_recovery_bonus,min_matchup_win_rate,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
62,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
63,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
64,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
65,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
66,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
67,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
68,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
69,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
70,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
71,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
72,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
73,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
74,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
75,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
76,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
77,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
78,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
79,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
80,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
81,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
82,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
83,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
84,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
85,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
86,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
87,kept,-33347,170,51,1,23,51,0,8568,0,0.000000,0.300000,11.135294,30.394118,64.900000,0.517647,0.494118,0.582353,0.529412,0.147059,0.123529,0.158824,0.158824,0.194118,0.329412,0.464706,2.478058,3.733480,2.253521,0.722604,0.139490,0.431130,0.729442,0.648335,0.117704,0.035834,0.371626,0.115656,0.229503,0.098767,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
88,learned,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
89,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
90,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
91,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
92,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
93,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
94,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
95,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
96,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
97,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
98,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
99,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
100,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
101,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
102,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
103,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
104,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
105,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
106,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
107,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
108,kept,-31765,170,53,0,24,49,0,8217,0,0.000000,0.311765,11.088235,33.370588,60.605882,0.470588,0.435294,0.605882,0.541176,0.094118,0.082353,0.229412,0.229412,1.229412,0.211765,0.252941,2.434492,3.692586,2.303589,0.843742,0.098716,0.564645,0.672118,0.678045,0.080039,0.058605,0.526810,0.078646,0.318234,0.169527,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
109,learned,-31726,170,56,0,25,45,1536,8918,0,0.000000,0.329412,11.247059,34.758824,59.770588,0.470588,0.435294,0.647059,0.611765,0.094118,0.064706,0.105882,0.105882,0.594118,0.182353,0.205882,2.562854,3.685249,2.317494,0.908594,0.067127,0.528873,0.562521,0.781071,0.072797,0.039851,0.574118,0.053479,0.274189,0.115278,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
110,kept,-31726,170,56,0,25,45,1536,8918,0,0.000000,0.329412,11.247059,34.758824,59.770588,0.470588,0.435294,0.647059,0.611765,0.094118,0.064706,0.105882,0.105882,0.594118,0.182353,0.205882,2.562854,3.685249,2.317494,0.908594,0.067127,0.528873,0.562521,0.781071,0.072797,0.039851,0.574118,0.053479,0.274189,0.115278,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
111,kept,-31726,170,56,0,25,45,1536,8918,0,0.000000,0.329412,11.247059,34.758824,59.770588,0.470588,0.435294,0.647059,0.611765,0.094118,0.064706,0.105882,0.105882,0.594118,0.182353,0.205882,2.562854,3.685249,2.317494,0.908594,0.067127,0.528873,0.562521,0.781071,0.072797,0.039851,0.574118,0.053479,0.274189,0.115278,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
112,kept,-31726,170,56,0,25,45,1536,8918,0,0.000000,0.329412,11.247059,34.758824,59.770588,0.470588,0.435294,0.647059,0.611765,0.094118,0.064706,0.105882,0.105882,0.594118,0.182353,0.205882,2.562854,3.685249,2.317494,0.908594,0.067127,0.528873,0.562521,0.781071,0.072797,0.039851,0.574118,0.053479,0.274189,0.115278,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
113,kept,-31726,170,56,0,25,45,1536,8918,0,0.000000,0.329412,11.247059,34.758824,59.770588,0.470588,0.435294,0.647059,0.611765,0.094118,0.064706,0.105882,0.105882,0.594118,0.182353,0.205882,2.562854,3.685249,2.317494,0.908594,0.067127,0.528873,0.562521,0.781071,0.072797,0.039851,0.574118,0.053479,0.274189,0.115278,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
114,kept,-31726,170,56,0,25,45,1536,8918,0,0.000000,0.329412,11.247059,34.758824,59.770588,0.470588,0.435294,0.647059,0.611765,0.094118,0.064706,0.105882,0.105882,0.594118,0.182353,0.205882,2.562854,3.685249,2.317494,0.908594,0.067127,0.528873,0.562521,0.781071,0.072797,0.039851,0.574118,0.053479,0.274189,0.115278,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
115,kept,-31726,170,56,0,25,45,1536,8918,0,0.000000,0.329412,11.247059,34.758824,59.770588,0.470588,0.435294,0.647059,0.611765,0.094118,0.064706,0.105882,0.105882,0.594118,0.182353,0.205882,2.562854,3.685249,2.317494,0.908594,0.067127,0.528873,0.562521,0.781071,0.072797,0.039851,0.574118,0.053479,0.274189,0.115278,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
116,learned,-26902,170,63,0,29,51,1562,7343,0,0.000000,0.370588,10.964706,34.317647,64.135294,0.482353,0.458824,0.605882,0.570588,0.111765,0.094118,0.070588,0.070588,0.317647,0.347059,0.447059,2.462029,3.814334,2.312006,0.932593,0.135303,0.584226,0.484302,0.639286,0.049502,0.027099,0.495787,0.127407,0.186448,0.200001,fort|fishing_boat|trade_guild|shipyard|fishing_dock|fire_plans|guard_captain
