generation,status,fitness,games,wins,draws,port_wins,port_losses,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
181,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
182,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
183,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
184,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
185,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
186,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
187,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
188,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
189,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
190,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
191,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
192,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
193,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
194,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
195,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
196,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
197,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
198,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
199,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
200,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
201,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
202,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
203,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
204,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
205,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
206,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
207,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
208,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
209,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
210,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
211,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
212,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
213,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
214,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
215,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
216,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
217,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
218,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
219,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
220,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
221,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
222,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
223,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
224,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
225,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
226,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
227,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
228,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
229,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
230,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
231,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
232,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
233,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
234,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
235,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
236,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
237,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
238,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
239,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
240,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
241,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
242,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
243,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
244,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
245,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
246,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
247,kept,41645,1500,863,2,161,338,0.575333,11.445333,170.761333,31.350667,0.136667,0.096000,0.093333,0.061333,0.050667,0.035333,0.966000,0.940667,67.186667,0.127333,0.135333,1.520993,4.012751,1.854279,0.695425,0.005186,0.557119,0.404266,0.306874,0.192490,0.837355,0.910734,0.155315,0.298472,0.420812,fishing_boat|fort|fishing_dock|shipyard|fire_plans|guard_captain|trade_guild
