generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
803,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
804,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
805,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
806,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
807,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
808,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
809,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
810,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
811,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
812,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
813,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
814,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
815,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
816,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
817,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
818,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
819,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
820,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
821,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
822,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
823,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
824,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
825,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
826,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
827,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
828,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
829,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
830,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
831,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
832,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
833,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
834,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
835,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
836,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
837,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
838,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
839,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
840,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
841,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
842,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
843,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
844,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
845,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
846,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
847,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
848,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
849,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
850,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
851,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
852,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
853,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
854,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
855,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
856,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
857,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
858,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
859,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
860,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
861,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
862,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
863,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
864,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
865,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
866,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
867,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
868,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
869,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
870,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
871,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
872,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
873,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
874,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
875,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
876,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
877,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
