generation,status,fitness,games,wins,draws,port_wins,win_rate,avg_turns,avg_assets,avg_opponent_assets,shipyard_started_rate,shipyard_completed_rate,fort_started_rate,fort_completed_rate,trade_guild_started_rate,trade_guild_completed_rate,fishing_dock_built_rate,fishing_dock_active_rate,avg_fishing_boats,guard_captain_rate,avg_guard_captains,trade_weight,raid_weight,guard_weight,fire_weight,convoy_bias,ship_bias,shipyard_bias,fort_bias,trade_guild_bias,fishing_dock_bias,fishing_boat_bias,guard_captain_bias,fire_plans_bias,construction_idle_bias,build_priority
132,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
133,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
134,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
135,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
136,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
137,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
138,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
139,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
140,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
141,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
142,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
143,kept,468124,1400,687,0,38,0.490714,10.811429,349.867143,44.600000,0.008571,0.006429,0.017857,0.013571,0.001429,0.001429,0.986429,0.931429,159.348571,0.002857,0.002857,2.463134,3.829576,2.435547,1.636892,0.450032,0.692312,0.035861,0.308951,0.737865,0.989335,0.999631,0.241043,0.715987,0.355549,fishing_dock|fishing_boat|fire_plans
144,learned,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
145,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
146,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
147,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
148,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
149,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
150,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
151,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
152,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
153,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
154,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
155,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
156,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
157,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
158,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
159,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
160,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
161,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
162,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
163,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
164,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
165,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
166,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
167,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
168,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
169,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
170,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
171,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
172,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
173,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
174,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
175,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
176,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
177,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
178,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
179,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
180,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
181,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
182,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
183,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
184,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
185,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
186,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
187,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
188,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
189,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
190,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
191,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
192,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
193,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
194,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
195,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
196,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
197,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
198,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
199,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
200,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
201,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
202,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
203,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
204,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
205,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
206,kept,553240,1400,757,2,38,0.540714,11.054286,397.875000,38.910714,0.005714,0.003571,0.017143,0.012143,0.002143,0.001429,0.982143,0.951429,183.202143,0.003571,0.003571,2.331135,3.967319,2.275561,1.405339,0.342099,0.748953,0.023310,0.215658,0.594284,0.993068,0.999760,0.251617,0.482761,0.271416,fishing_dock|fishing_boat|fire_plans
